"""Event""",,,,,,,,,,,,,,,,,
event_id,brand,parent_company,product_category,sku,product_name,price_usd,region,city,location_type,event_type,start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct
POP101693,Bobbi Brown,Estée Lauder Companies,Other,LE-WEAJJ62K,Bobbi Brown Satin Blush,52.66,Europe,London,Art/Design District,Mobile Pop-Up Truck,2024-07-18,2024-09-21,65,1299,3835,4089.794177,0.9377
POP100749,Fenty Beauty,LVMH,Fragrances,LE-47UEMUPO,Fenty Beauty Satin Primer,81.55,Europe,Paris,Art/Design District,Flash Event,2024-09-07,,56,809,3090,3233.908948,0.9555
POP101045,Hourglass,Unilever,Eye Products,LE-PB9SNJ0Q,Hourglass Noir Mascara,46.36,Latin America,Mexico City,Luxury Mall,Mall Kiosk,2024-12-05,2025-02-07,64,1446,1638,1798.024149,0.911
POP101398,Charlotte Tilbury,Puig,Face Products,LE-KDE3SGVR,Charlotte Tilbury Pearl Setting Powder,83.32,Europe,London,High-Street,Mall Kiosk,2024-11-04,2024-11-19,15,2262,1869,2478.122514,0.7542
POP100469,Givenchy Beauty,LVMH,Face Products,LE-NLHWGRX1,Givenchy Beauty Rouge Foundation,94.22,Europe,Milan,High-Street,Flash Event,2025-04-24,2025-06-01,38,2726,2478,4020.116807,0.6164
POP101890,Dior,LVMH,Other,LE-WMKINS9Z,Dior Éclat Blush,44.85,North America,New York,High-Street,Shop-in-Shop,2025-04-07,2025-06-05,59,1506,1412,2284.050469,0.6182
POP102116,Hermès Beauty,Hermès International,Lip Products,LE-A5SIQT4P,Hermès Beauty Éclat Lipstick,63.47,Asia-Pacific,Tokyo,Airport Duty-Free,Standalone Pop-Up,2024-07-07,2024-09-24,79,2083,2335,2548.013968,0.9164
POP100687,Lancôme,L’Oréal Group,Lip Products,LE-9FZHVXMJ,Lancôme Satin Lipstick,39.13,Middle East,Abu Dhabi,High-Street,Mall Kiosk,2025-01-19,2025-04-07,78,2437,3015,4017.857143,0.7504
POP101056,Rare Beauty,Private,Fragrances,LE-UAGW7CIE,Rare Beauty Noir Fragrance,166.33,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2025-03-28,2025-06-09,73,3032,1464,1627.932837,0.8993
POP100639,Huda Beauty,Private,Fragrances,LE-KJIH63D0,Huda Beauty Rouge Fragrance,372.65,Asia-Pacific,Tokyo,Department Store Atrium,Shop-in-Shop,2025-05-30,2025-06-21,22,1539,1632,1787.905346,0.9128
POP101912,Huda Beauty,Private,Fragrances,LE-KB17I9R9,Huda Beauty Satin Serum,239.03,Europe,London,Airport Duty-Free,Flash Event,2024-11-10,2024-12-23,43,1994,1886,3701.668302,0.5095
POP101218,Pat McGrath Labs,Private,Skincare,LE-6H7KK3GP,Pat McGrath Labs Pearl Serum,208.9,North America,Miami,Luxury Mall,Mobile Pop-Up Truck,2024-05-18,2024-08-09,83,1187,853,923.9601386,0.9232
POP101158,Shiseido,Shiseido Company Limited,Other,LE-QCXSWSHG,Shiseido Pearl Highlighter,84.08,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,2024-03-10,2024-04-27,48,733,2939,3742.995415,0.7852
POP101415,Rare Beauty,Private,Face Products,LE-UR14886T,Rare Beauty Velvet Foundation,57.21,North America,New York,High-Street,Mall Kiosk,2025-04-25,2025-04-29,4,1395,2981,4327.188271,0.6889
POP101527,Dior,LVMH,Skincare,LE-ZLGX0Q18,Dior Velvet Serum,293.44,Europe,London,Department Store Atrium,Flash Event,2024-02-19,2024-04-09,50,1042,2793,4833.852544,0.5778
POP101847,Dior,LVMH,Eye Products,LE-U06MSHDY,Dior Rouge Eyeshadow Palette,113.04,Latin America,São Paulo,Department Store Atrium,Mall Kiosk,2024-03-30,2024-05-08,39,793,1510,2229.111308,0.6774
POP101300,Armani Beauty,L’Oréal Group,Lip Products,LE-W5HENWNB,Armani Beauty Éclat Lipstick,53.9,North America,New York,Department Store Atrium,Shop-in-Shop,2024-07-24,2024-10-10,78,665,1756,2160.964804,0.8126
POP102036,La Prairie,Beiersdorf,Other,LE-DV7R1QVW,La Prairie Éclat Highlighter,57.79,Europe,Berlin,High-Street,Standalone Pop-Up,2024-05-29,2024-07-16,48,2241,1236,1753.937846,0.7047
POP100800,Lancôme,L’Oréal Group,Other,LE-3IOAXZIL,Lancôme Rouge Blush,34.68,North America,Toronto,Luxury Mall,Flash Event,2024-07-15,2024-09-02,49,1206,989,1478.104917,0.6691
POP101603,Bobbi Brown,Estée Lauder Companies,Other,LE-VV3XMLBW,Bobbi Brown Satin Blush,41.81,Middle East,Doha,Department Store Atrium,Mall Kiosk,2024-12-16,2025-03-14,88,963,2818,4612.111293,0.611
POP100160,Bobbi Brown,Estée Lauder Companies,Other,LE-NAFK60JH,Bobbi Brown Noir Blush,66.88,North America,Toronto,High-Street,Mobile Pop-Up Truck,2024-08-22,2024-11-16,86,1345,2797,4119.899838,0.6789
POP101704,Chanel,Chanel Limited,Face Products,LE-BXC9DIUJ,Chanel Mirage Setting Powder,55.85,Middle East,Doha,Department Store Atrium,Standalone Pop-Up,2024-03-02,2024-05-05,64,967,2978,3382.169222,0.8805
POP100956,YSL Beauty,L’Oréal Group,Fragrances,LE-RKR4963O,YSL Beauty Opulence Highlighter,61.99,Europe,London,Luxury Mall,Mall Kiosk,2024-08-14,2024-09-09,26,1477,2344,4707.772645,0.4979
POP101743,Huda Beauty,Private,Eye Products,LE-75757HOH,Huda Beauty Rouge Mascara,71.87,North America,Los Angeles,Art/Design District,Shop-in-Shop,2025-02-15,2025-03-07,20,1159,468,720,0.65
POP101186,Hourglass,Unilever,Other,LE-H6QLOE21,Hourglass Satin Highlighter,75.06,Latin America,Lima,Art/Design District,Standalone Pop-Up,2024-10-27,2024-12-31,65,1291,2794,3454.073433,0.8089
POP100821,Clé de Peau Beauté,Shiseido Company Limited,Fragrances,LE-QWSWIKYI,Clé de Peau Beauté Satin Fragrance,132.43,Middle East,Riyadh,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-26,2025-04-25,89,1002,1822,3247.771836,0.561
POP101729,Estée Lauder,Estée Lauder,Fragrances,LE-3T3SJ6TK,Estée Lauder Mirage Fragrance,142.41,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2024-03-27,2024-06-04,69,1738,1669,1781.026571,0.9371
POP101877,YSL Beauty,L’Oréal Group,Lip Products,LE-XEXIY9EC,YSL Beauty Éclat Lipstick,71.12,North America,Miami,Department Store Atrium,Standalone Pop-Up,2024-12-15,2025-02-15,62,919,3171,3548.170527,0.8937
POP100877,Valentino Beauty,L’Oréal Group,Fragrances,LE-96SZMC7L,Valentino Beauty Pearl Highlighter,52.49,North America,Los Angeles,Department Store Atrium,Mall Kiosk,2024-05-19,2024-08-05,78,1002,1165,1263.968753,0.9217
POP100913,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-2UIHO7M5,Tom Ford Beauty Rouge Highlighter,74.42,Latin America,Lima,Department Store Atrium,Standalone Pop-Up,2024-05-31,2024-06-29,29,1131,3053,4842.956853,0.6304
POP100152,YSL Beauty,L’Oréal Group,Face Products,LE-V19RASHO,YSL Beauty Velvet Foundation,75.41,Latin America,Mexico City,Department Store Atrium,Shop-in-Shop,2025-02-02,2025-04-20,77,1430,3184,4847.74665,0.6568
POP100098,La Prairie,Beiersdorf,Other,LE-QWH3T9C1,La Prairie Mirage Primer,44.07,Europe,Paris,Airport Duty-Free,Shop-in-Shop,2024-06-09,2024-09-07,90,1662,460,546.9678954,0.841
POP101983,Fenty Beauty,LVMH,Fragrances,LE-6P4AQCPB,Fenty Beauty Satin Serum,124.78,Middle East,Riyadh,Airport Duty-Free,Mall Kiosk,2024-11-03,2024-11-13,10,2457,2150,2461.080586,0.8736
POP100509,Tom Ford Beauty,Estée Lauder Companies,Face Products,LE-DBG9I3O8,Tom Ford Beauty Noir Foundation,50.84,Latin America,São Paulo,Art/Design District,Shop-in-Shop,2024-06-29,2024-08-07,39,1243,1542,1716.002671,0.8986
POP101135,Dior,LVMH,Skincare,LE-YWZ4Y8MN,Dior Lumière Serum,243.18,Europe,Milan,Luxury Mall,Mobile Pop-Up Truck,2025-02-11,2025-04-25,73,1858,282,356.0156546,0.7921
POP101250,YSL Beauty,L’Oréal Group,Fragrances,LE-DTL34I39,YSL Beauty Noir Serum,186.44,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,2024-11-20,2025-02-11,83,1509,2492,3041.992188,0.8192
POP101857,Bobbi Brown,Estée Lauder Companies,Other,LE-UTO0L3ZV,Bobbi Brown Satin Blush,65.22,North America,Toronto,Department Store Atrium,Shop-in-Shop,2025-03-21,2025-03-25,4,631,1517,2777.879509,0.5461
POP100103,Hermès Beauty,Hermès International,Fragrances,LE-0O3QNDMD,Hermès Beauty Glow Serum,135.53,Middle East,Riyadh,Luxury Mall,Flash Event,2024-05-22,2024-07-02,41,1014,3311,4069.067224,0.8137
POP101445,YSL Beauty,L’Oréal Group,Fragrances,LE-J7OMKVBR,YSL Beauty Mirage Serum,297.3,North America,New York,Art/Design District,Flash Event,2024-07-13,2024-07-24,11,885,4019,4076.064909,0.986
POP101443,MAC Cosmetics,Estée Lauder Companies,Other,LE-25460JX6,MAC Cosmetics Opulence Highlighter,84.19,Europe,,High-Street,Mall Kiosk,2024-04-12,2024-05-15,33,1076,4078,4869.253731,0.8375
POP101940,MAC Cosmetics,Estée Lauder Companies,Lip Products,LE-7Y0U5ZKH,MAC Cosmetics Rouge Lipstick,70.87,North America,Chicago,Luxury Mall,Shop-in-Shop,2025-05-27,2025-08-02,67,1414,4145,4908.81099,0.8444
POP100586,Sisley-Paris,Sisley,Eye Products,LE-XZKV8784,Sisley-Paris Velvet Mascara,32.9,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,2024-10-23,2024-12-07,45,1269,3257,3317.038395,0.9819
POP101975,Lancôme,L’Oréal Group,Face Products,LE-5BRJ0PCK,Lancôme Pearl Setting Powder,65.13,Latin America,Bogotá,Art/Design District,Mobile Pop-Up Truck,2025-01-10,2025-02-26,47,980,2711,3371.890547,0.804
POP101696,Dior,LVMH,Skincare,LE-154QVWND,Dior Velvet Serum,163.97,Middle East,Jeddah,Department Store Atrium,Flash Event,2024-06-28,2024-09-08,72,1650,1559,2474.996031,0.6299
POP101143,Hermès Beauty,Hermès International,Lip Products,LE-VPNA99WT,Hermès Beauty Mirage Lipstick,32.83,North America,Miami,Department Store Atrium,Mall Kiosk,2024-09-01,2024-09-06,5,1879,3471,4631.087392,0.7495
POP100053,Chanel,Chanel Limited,Eye Products,LE-ZJVAF770,Chanel Rouge Eyeshadow Palette,121.93,Asia-Pacific,Singapore,Art/Design District,Shop-in-Shop,2025-01-27,2025-03-15,47,1149,2093,3113.193515,0.6723
POP100151,Charlotte Tilbury,Puig,Fragrances,LE-TUM7PE6M,Charlotte Tilbury Satin Fragrance,202.19,Europe,Milan,Art/Design District,Mall Kiosk,2025-05-12,2025-07-04,53,1299,1398,1780.89172,0.785
POP100403,Sisley-Paris,Sisley,Face Products,LE-K2I8KFHL,Sisley-Paris Rouge Setting Powder,82.53,Latin America,Buenos Aires,Department Store Atrium,Standalone Pop-Up,2024-07-10,2024-08-25,46,572,670,1151.004982,0.5821
POP101154,Chanel,Chanel Limited,Lip Products,LE-H0DU7H5H,Chanel Satin Lipstick,52.33,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-04-20,2024-05-06,16,1732,435,517.9804715,0.8398
POP100207,Bobbi Brown,Estée Lauder Companies,Skincare,LE-2EAYYQB2,Bobbi Brown Velvet Serum,163.73,Middle East,Doha,High-Street,Shop-in-Shop,2024-03-26,2024-05-26,61,1843,402,663.0381,0.6063
POP102080,Huda Beauty,Private,Face Products,LE-JD7GOJ7S,Huda Beauty Mirage Foundation,65.79,Europe,Milan,Luxury Mall,Shop-in-Shop,2024-11-23,2025-02-19,88,1002,2015,2624.039588,0.7679
POP101682,Chanel,Chanel Limited,Face Products,LE-RAS3MGJV,Chanel Satin Setting Powder,44.3,Middle East,Abu Dhabi,Art/Design District,Flash Event,2024-07-17,2024-09-09,54,450,2416,3409.05884,0.7087
POP101122,NARS,Estée Lauder Companies,Other,LE-WB6O05YQ,NARS Mirage Primer,42.68,North America,Chicago,Art/Design District,Shop-in-Shop,2024-05-28,2024-07-13,46,611,1254,1993.006993,0.6292
POP101954,YSL Beauty,L’Oréal Group,Fragrances,LE-CQLXUDLD,YSL Beauty Glow Fragrance,229.89,North America,Toronto,Art/Design District,Standalone Pop-Up,2025-05-24,2025-08-11,79,829,4280,4298.915227,0.9956
POP100008,Dior,LVMH,Other,LE-34PDJ99J,Dior Mirage Highlighter,43.81,North America,Toronto,Luxury Mall,Mobile Pop-Up Truck,2024-12-20,2025-03-07,77,1756,1463,2324.06672,0.6295
POP101014,Valentino Beauty,L’Oréal Group,Eye Products,LE-58BA9LM6,Valentino Beauty Velvet Eyeshadow Palette,123.97,Europe,Berlin,High-Street,Shop-in-Shop,2024-10-10,2024-11-13,34,1966,1893,3206.843978,0.5903
POP102007,Valentino Beauty,L’Oréal Group,Lip Products,LE-J0NW1SBR,Valentino Beauty Éclat Lipstick,59.21,North America,Chicago,High-Street,Flash Event,2024-06-15,2024-08-12,58,1252,2621,3889.878302,0.6738
POP101060,Hourglass,Unilever,Fragrances,LE-CO8F9AAD,Hourglass Velvet Fragrance,355.38,Asia-Pacific,Hong Kong,Airport Duty-Free,Standalone Pop-Up,2025-04-19,2025-06-08,50,1810,343,384.0125392,0.8932
POP100452,Estée Lauder,Estée Lauder,Lip Products,LE-V1TVGQXL,Estée Lauder Opulence Lipstick,75.46,Middle East,Dubai,High-Street,Standalone Pop-Up,2024-10-06,2024-12-09,64,2062,583,1096.07069,0.5319
POP101675,MAC Cosmetics,Estée Lauder Companies,Other,LE-RSYB38KI,MAC Cosmetics Mirage Primer,64.22,Latin America,Mexico City,Department Store Atrium,Mall Kiosk,2024-03-23,2024-05-31,69,1626,674,1166.089965,0.578
POP100253,Huda Beauty,Private,Face Products,LE-HFMLJJU6,Huda Beauty Rouge Foundation,109.5,North America,Chicago,High-Street,Mobile Pop-Up Truck,2024-08-06,2024-09-29,54,2848,3167,3484.048405,0.909
POP101327,Guerlain,LVMH,Other,LE-V2RTZLS6,Guerlain Velvet Highlighter,69.96,Latin America,Buenos Aires,Art/Design District,Shop-in-Shop,2025-06-14,2025-06-17,3,603,259,458.0017683,0.5655
POP100896,Bobbi Brown,Estée Lauder Companies,Eye Products,LE-12LEIO3V,Bobbi Brown Satin Eyeshadow Palette,142.91,North America,Los Angeles,Airport Duty-Free,Flash Event,2024-07-21,2024-09-04,45,1045,373,739.0529027,0.5047
POP101935,Armani Beauty,L’Oréal Group,Fragrances,LE-7346PERZ,Armani Beauty Velvet Serum,156.87,Europe,London,Luxury Mall,Mobile Pop-Up Truck,2024-10-21,2025-01-08,79,1723,147,205.9977578,0.7136
POP100880,Hourglass,Unilever,Face Products,LE-I9E9GKW4,Hourglass Glow Foundation,74.88,Europe,Madrid,Department Store Atrium,Mobile Pop-Up Truck,2024-12-21,2025-02-15,56,1183,4415,4859.123927,0.9086
POP101595,Guerlain,LVMH,Fragrances,LE-AA5NQTWA,Guerlain Pearl Fragrance,106.74,North America,Chicago,Department Store Atrium,Mobile Pop-Up Truck,2024-03-29,2024-06-27,90,565,159,212.9939719,0.7465
POP102077,Armani Beauty,L’Oréal Group,Fragrances,LE-RERF56RB,Armani Beauty Opulence Serum,290.28,Europe,Milan,High-Street,Mall Kiosk,2024-10-06,2024-12-21,76,2045,1273,1813.907096,0.7018
POP100623,YSL Beauty,L’Oréal Group,Eye Products,LE-68VCX4YR,YSL Beauty Rouge Eyeshadow Palette,120.53,Europe,Paris,Department Store Atrium,Shop-in-Shop,2024-05-08,2024-06-15,38,594,2628,3447.913933,0.7622
POP100345,YSL Beauty,L’Oréal Group,Fragrances,LE-F36DX7ZX,YSL Beauty Rouge Blush,45.85,Europe,Milan,Luxury Mall,Standalone Pop-Up,2024-06-30,2024-09-08,70,723,1317,2394.110162,0.5501
POP101901,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-AXREO98H,Tom Ford Beauty Rouge Blush,67.66,North America,Chicago,Art/Design District,Shop-in-Shop,2025-01-01,2025-03-24,82,838,1155,1156.966844,0.9983
POP101787,Estée Lauder,Estée Lauder,Face Products,LE-WPNJ00JF,Estée Lauder Mirage Foundation,83.63,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,2024-09-02,2024-09-28,26,2141,204,264.009318,0.7727
POP100262,Huda Beauty,Private,Eye Products,LE-YQ9JY2ZY,Huda Beauty Pearl Eyeshadow Palette,75.08,Middle East,Dubai,Art/Design District,Mall Kiosk,2024-08-27,2024-11-10,75,736,1868,2488.012786,0.7508
POP101634,MAC Cosmetics,Estée Lauder Companies,Other,LE-U5VFQ3J8,MAC Cosmetics Velvet Blush,30.84,Latin America,Mexico City,High-Street,Mall Kiosk,2025-04-10,2025-07-04,85,931,2574,3460.142492,0.7439
POP101321,Hermès Beauty,Hermès International,Eye Products,LE-LDSMD1JG,Hermès Beauty Velvet Eyeshadow Palette,98.25,Europe,Berlin,Airport Duty-Free,Mall Kiosk,2025-02-19,,45,1526,2661,3161.083393,0.8418
POP101438,Sisley-Paris,Sisley,Eye Products,LE-DZ9OZ4Y3,Sisley-Paris Mirage Mascara,36.39,Europe,Paris,Airport Duty-Free,Flash Event,2025-07-28,2025-08-03,6,1677,2339,3380.057803,0.692
POP100150,Rare Beauty,Private,Eye Products,LE-XHNKXN7E,Rare Beauty Satin Mascara,66.45,Middle East,Doha,Art/Design District,Standalone Pop-Up,2025-05-31,,51,1157,2390,4165.21436,0.5738
POP100472,Tom Ford Beauty,Estée Lauder Companies,Eye Products,LE-SFQR81T6,Tom Ford Beauty Noir Eyeshadow Palette,84.43,North America,Toronto,Department Store Atrium,Shop-in-Shop,2024-10-11,2024-10-22,11,1578,1612,1919.961887,0.8396
POP101802,Tom Ford Beauty,Estée Lauder Companies,Fragrances,LE-5QE8JFWC,Tom Ford Beauty Rouge Serum,278.41,Latin America,São Paulo,High-Street,Standalone Pop-Up,2024-08-10,2024-10-30,81,1789,398,416.0133793,0.9567
POP100640,Armani Beauty,L’Oréal Group,Fragrances,LE-WN1027SX,Armani Beauty Noir Serum,176.83,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,2024-03-27,2024-04-06,10,1168,2086,3584.19244,0.582
POP100871,Rare Beauty,Private,Face Products,LE-E7J6L7I9,Rare Beauty Mirage Setting Powder,68.49,Asia-Pacific,Tokyo,High-Street,Flash Event,2024-03-08,2024-05-17,70,1730,603,869.001297,0.6939
POP102076,Armani Beauty,L’Oréal Group,Fragrances,LE-MZWWGKCD,Armani Beauty Glow Serum,158.43,Europe,Paris,Airport Duty-Free,Flash Event,2024-09-11,2024-10-07,26,1263,3763,3788.000805,0.9934
POP100550,MAC Cosmetics,Estée Lauder Companies,Fragrances,LE-7SM7LRYV,MAC Cosmetics Pearl Fragrance,102.57,Latin America,Buenos Aires,Art/Design District,Mobile Pop-Up Truck,2024-10-01,2024-11-08,38,1160,2371,3797.245356,0.6244
POP101986,Hermès Beauty,Hermès International,Face Products,LE-MY24O6BR,Hermès Beauty Velvet Foundation,101.82,Asia-Pacific,Singapore,Luxury Mall,Mobile Pop-Up Truck,2024-11-08,2024-12-03,25,1883,4662,4662,1
POP100928,Dior,LVMH,Skincare,LE-JN7QA3EM,Dior Éclat Serum,91.69,North America,Chicago,Luxury Mall,Flash Event,2024-02-27,2024-05-03,66,965,1705,1915.084803,0.8903
POP100488,Huda Beauty,Private,Fragrances,LE-5ILGCQBO,Huda Beauty Rouge Serum,94.26,Asia-Pacific,Hong Kong,Art/Design District,Shop-in-Shop,2025-04-05,2025-06-12,68,1179,2016,4027.972028,0.5005
POP101843,Shiseido,Shiseido Company Limited,Face Products,LE-85Y5BSIM,Shiseido Lumière Foundation,114.89,Asia-Pacific,Shanghai,Art/Design District,Mall Kiosk,2025-07-16,2025-08-08,23,1277,753,996.9548524,0.7553
POP101734,Givenchy Beauty,LVMH,Fragrances,LE-PDQXZN5J,Givenchy Beauty Noir Primer,48.95,Middle East,Doha,Art/Design District,Standalone Pop-Up,2025-01-29,2025-03-16,46,1284,1140,1484.955061,0.7677
POP102024,Tom Ford Beauty,Estée Lauder Companies,Lip Products,LE-9MF1MCT8,Tom Ford Beauty Pearl Lipstick,37.78,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2024-09-04,2024-10-28,54,1709,1811,3982.845832,0.4547
POP101171,La Prairie,Beiersdorf,Skincare,LE-LVGJM4EU,La Prairie Opulence Serum,216.99,Asia-Pacific,Hong Kong,High-Street,Standalone Pop-Up,2024-10-16,2024-12-13,58,1805,425,797.9722118,0.5326
POP100146,Dior,LVMH,Other,LE-XMLZHFXI,Dior Glow Highlighter,66.38,North America,Toronto,Airport Duty-Free,Flash Event,2025-02-03,2025-04-17,73,1882,4481,4795.077582,0.9345
POP101903,Valentino Beauty,L’Oréal Group,Eye Products,LE-QF3E7AS2,Valentino Beauty Velvet Eyeshadow Palette,86.43,Middle East,Abu Dhabi,Airport Duty-Free,Shop-in-Shop,2024-12-19,2025-03-15,86,1751,1252,2557.189542,0.4896
POP101369,YSL Beauty,L’Oréal Group,Fragrances,LE-7FOLF0NJ,YSL Beauty Velvet Highlighter,38.02,Latin America,Bogotá,High-Street,Flash Event,2024-06-08,2024-08-18,71,1518,324,598.0066445,0.5418
POP100402,Rare Beauty,Private,Lip Products,LE-J2OLR6R6,Rare Beauty Noir Lipstick,73.15,Asia-Pacific,Seoul,Department Store Atrium,Shop-in-Shop,2024-09-15,2024-10-19,34,1587,3288,4830.321728,0.6807
POP100954,Huda Beauty,Private,Fragrances,LE-W4NEWXZL,Huda Beauty Mirage Blush,37.99,Middle East,Riyadh,Airport Duty-Free,Flash Event,2024-03-22,2024-04-18,27,1568,1754,3041.97017,0.5766
POP102072,Chanel,Chanel Limited,Face Products,LE-0QLVKCU6,Chanel Velvet Foundation,66.4,Latin America,Mexico City,High-Street,Shop-in-Shop,2025-06-10,2025-07-15,35,2185,519,637.9840197,0.8135
POP100659,Hermès Beauty,Hermès International,Fragrances,LE-E415YA7F,Hermès Beauty Pearl Highlighter,53.82,Asia-Pacific,Hong Kong,Airport Duty-Free,Mobile Pop-Up Truck,2025-06-10,2025-06-21,11,1845,1670,1894.068277,0.8817
POP101794,Fenty Beauty,LVMH,Fragrances,LE-IFX78UW3,Fenty Beauty Rouge Serum,133.19,Latin America,Lima,Luxury Mall,Flash Event,2024-09-09,2024-11-11,63,1079,570,638.0120887,0.8934
POP101372,Charlotte Tilbury,Puig,Skincare,LE-GWXW60LA,Charlotte Tilbury Lumière Serum,249.54,North America,Chicago,Art/Design District,Shop-in-Shop,2024-03-07,2024-05-05,59,1019,2086,2679.167737,0.7786
POP100463,NARS,Estée Lauder Companies,Skincare,LE-I77PI7GV,NARS Pearl Serum,122.33,Europe,Berlin,High-Street,Mall Kiosk,2024-05-08,2024-05-16,8,2053,1432,1857.087278,0.7711
POP101349,Armani Beauty,L’Oréal Group,Face Products,LE-NLFXKNGD,Armani Beauty Pearl Setting Powder,40.98,Middle East,Riyadh,Luxury Mall,Standalone Pop-Up,2024-11-18,2025-02-09,83,1381,1572,1775.067751,0.8856
POP100186,Valentino Beauty,L’Oréal Group,Fragrances,LE-CQNNO9NL,Valentino Beauty Éclat Primer,74.85,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2024-06-14,2024-08-25,72,907,1493,2014.029408,0.7413
POP101147,Clé de Peau Beauté,Shiseido Company Limited,Eye Products,LE-ESVOJ6FB,Clé de Peau Beauté Mirage Eyeshadow Palette,101.64,North America,Toronto,High-Street,Mobile Pop-Up Truck,2024-11-03,2024-11-18,15,2122,3191,4228.730453,0.7546
POP101224,Sisley-Paris,Sisley,Eye Products,LE-KT3C2GHM,Sisley-Paris Glow Mascara,72.78,Europe,Milan,High-Street,Shop-in-Shop,2025-01-22,2025-02-17,26,1786,4295,4619.769818,0.9297
POP100608,Rare Beauty,Private,Fragrances,LE-2GALTYNY,Rare Beauty Noir Primer,42.67,Europe,Berlin,Luxury Mall,Shop-in-Shop,2024-07-17,2024-10-06,81,1841,2131,4413.835957,0.4828
POP100143,Sisley-Paris,Sisley,Eye Products,LE-BU4VMN7W,Sisley-Paris Velvet Mascara,43.25,North America,Miami,High-Street,Mall Kiosk,2025-03-09,2025-03-27,18,2359,2652,3320.81142,0.7986
POP100751,Fenty Beauty,LVMH,Eye Products,LE-CJCYQ6PN,Fenty Beauty Noir Eyeshadow Palette,76.49,Asia-Pacific,Seoul,Luxury Mall,Standalone Pop-Up,2024-12-30,2025-01-29,30,2059,342,616.9944074,0.5543
POP101534,Givenchy Beauty,LVMH,Fragrances,LE-XIT1HOBY,Givenchy Beauty Velvet Blush,51.51,North America,Los Angeles,Department Store Atrium,Standalone Pop-Up,2024-09-07,2024-11-04,58,1196,1095,1907.001045,0.5742
POP100981,Givenchy Beauty,LVMH,Lip Products,LE-BIGZG6CL,Givenchy Beauty Noir Lipstick,58,North America,Los Angeles,High-Street,Shop-in-Shop,2024-12-22,2025-01-25,34,1667,2770,3687.924378,0.7511
POP100197,NARS,Estée Lauder Companies,Skincare,LE-FVAR6Y0Y,NARS Opulence Serum,127.61,Asia-Pacific,Tokyo,High-Street,Flash Event,2025-01-18,2025-04-18,90,1499,4174,4347.011039,0.9602
POP101633,Clé de Peau Beauté,Shiseido Company Limited,Face Products,LE-BNUUNTNT,Clé de Peau Beauté Lumière Foundation,64.47,Middle East,,Airport Duty-Free,Mall Kiosk,2024-08-30,2024-11-03,65,873,3264,4987.012987,0.6545
POP100883,Clé de Peau Beauté,Shiseido Company Limited,Eye Products,LE-EL6NUZCD,Clé de Peau Beauté Satin Mascara,50.84,Latin America,Buenos Aires,Department Store Atrium,Mall Kiosk,2024-04-06,2024-04-12,6,993,231,285.0092535,0.8105
POP101860,Charlotte Tilbury,Puig,Other,LE-JIVSZPU8,Charlotte Tilbury Éclat Blush,36.96,Latin America,São Paulo,Art/Design District,Mobile Pop-Up Truck,2025-03-23,2025-06-03,72,1068,554,816.9886447,0.6781
POP100279,Chanel,Chanel Limited,Fragrances,LE-M8ZP6UI0,Chanel Pearl Fragrance,271.96,North America,New York,Department Store Atrium,Flash Event,2025-03-08,2025-04-05,28,962,2179,3334.863789,0.6534
POP100293,Estée Lauder,Estée Lauder,Other,LE-A3CT6YIE,Estée Lauder Velvet Primer,59.63,Latin America,Bogotá,Airport Duty-Free,Shop-in-Shop,2024-11-13,2025-02-09,88,1468,1324,2470.149254,0.536
POP102037,Huda Beauty,Private,Fragrances,LE-210J4YDR,Huda Beauty Velvet Fragrance,109.6,Europe,Madrid,Luxury Mall,Flash Event,2025-01-27,2025-02-19,23,802,1814,1987.945205,0.9125
POP100400,NARS,Estée Lauder Companies,Other,LE-82O50DFK,NARS Satin Highlighter,59.74,Latin America,Buenos Aires,Department Store Atrium,Shop-in-Shop,2024-07-07,2024-09-17,72,1538,1797,4258.293839,0.422
POP100122,Estée Lauder,Estée Lauder,Skincare,LE-YZODW6NM,Estée Lauder Rouge Serum,271.54,Europe,Milan,High-Street,Standalone Pop-Up,2025-06-27,2025-07-16,19,1850,3876,4004.132231,0.968
POP101207,Pat McGrath Labs,Private,Skincare,LE-0BOF5OJ1,Pat McGrath Labs Noir Serum,106.37,Latin America,Buenos Aires,High-Street,Mobile Pop-Up Truck,2025-07-05,2025-07-16,11,1316,818,1591.13013,0.5141
