event_id,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,sell_through_pct
POP101627,Armani Beauty,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2024-05-13,2024-07-14,62,LE-WQKXZFSP,Armani Beauty Rouge Foundation,74.49,1023,2400,81.08
POP100830,YSL Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-09-04,2024-11-09,66,LE-NRG0C5ZH,YSL Beauty Velvet Eyeshadow Palette,113.98,1174,673,71.37
POP100119,Valentino Beauty,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2025-06-20,2025-07-21,31,LE-OD2PATTO,Valentino Beauty Pearl Lipstick,42.87,1918,1772,91.91
POP100656,Rare Beauty,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2024-03-07,2024-05-26,80,LE-U2DLB0VU,Rare Beauty Velvet Eyeshadow Palette,82.73,954,1972,58.0
POP102088,YSL Beauty,Middle East,Doha,Airport Duty-Free,Standalone Pop-Up,2024-06-22,2024-07-08,16,LE-P9GEJH9H,YSL Beauty Velvet Fragrance,187.15,1202,533,88.83
POP100635,Dior,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-05-09,2024-06-09,31,LE-S0PLZ17W,Dior Noir Blush,50.2,2292,424,56.99
POP100369,Charlotte Tilbury,North America,Toronto,Luxury Mall,Mobile Pop-Up Truck,2024-04-18,2024-05-24,36,LE-CUNTCR54,Charlotte Tilbury Glow Foundation,88.17,1003,1117,73.44
POP100268,Sisley-Paris,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,2024-10-23,2024-11-06,14,LE-RL21U8HO,Sisley-Paris Mirage Blush,66.23,1813,2411,89.83
POP100655,Valentino Beauty,Middle East,,Airport Duty-Free,Flash Event,2024-12-22,2024-12-30,8,LE-TCC6C2CL,Valentino Beauty Opulence Mascara,67.47,1078,1734,93.48
POP100935,Fenty Beauty,Latin America,Bogotá,High-Street,Mall Kiosk,2024-07-18,2024-08-23,36,LE-7M8WY4DM,Fenty Beauty Noir Setting Powder,56.1,1257,551,60.55
POP100822,Hourglass,North America,Chicago,Art/Design District,Flash Event,2024-05-28,2024-05-31,3,LE-BK3GPG8M,Hourglass Pearl Highlighter,61.43,810,2191,67.04
POP100866,YSL Beauty,North America,Chicago,Department Store Atrium,Standalone Pop-Up,2024-04-17,2024-05-20,33,LE-71ERAFKC,YSL Beauty Velvet Mascara,47.71,1207,1590,52.6
POP100046,Bobbi Brown,North America,Chicago,High-Street,Mall Kiosk,2024-09-22,2024-11-09,48,LE-3XKCWD3N,Bobbi Brown Satin Fragrance,261.69,2065,2348,87.94
POP101373,Guerlain,North America,Los Angeles,Art/Design District,Shop-in-Shop,2024-11-04,2024-12-16,42,LE-LYLL7X99,Guerlain Mirage Serum,108.88,631,3947,81.52
POP101907,Shiseido,Middle East,Riyadh,Luxury Mall,Shop-in-Shop,2024-07-11,2024-09-04,55,LE-LMZFPPKD,Shiseido Noir Eyeshadow Palette,125.68,1524,677,78.81
POP100991,MAC Cosmetics,Asia-Pacific,Shanghai,High-Street,Flash Event,2025-06-04,2025-06-12,8,LE-YHACS62H,MAC Cosmetics Rouge Highlighter,43.94,2469,2321,79.03
POP100876,Fenty Beauty,Asia-Pacific,Seoul,High-Street,Flash Event,2025-01-18,2025-03-26,67,LE-37TXV2LS,Fenty Beauty Noir Fragrance,276.97,1883,1245,96.36
POP100773,Tom Ford Beauty,Middle East,Dubai,Airport Duty-Free,Mall Kiosk,2024-08-22,2024-10-29,68,LE-CPNIS95A,Tom Ford Beauty Noir Foundation,114.45,2102,3243,75.68
POP101219,MAC Cosmetics,Europe,London,Luxury Mall,Mobile Pop-Up Truck,2024-11-14,2025-01-31,78,LE-PSAKD4M0,MAC Cosmetics Velvet Foundation,117.49,923,1294,61.74
POP101126,YSL Beauty,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2025-03-31,2025-05-09,39,LE-SNFZ5Y78,YSL Beauty Opulence Lipstick,64.81,1083,816,57.42
POP100004,Hourglass,Middle East,Dubai,Art/Design District,Mobile Pop-Up Truck,2024-08-18,2024-11-16,90,LE-6RMSACQV,Hourglass Velvet Fragrance,213.95,816,1463,61.19
POP101992,Chanel,Middle East,Abu Dhabi,Department Store Atrium,Mall Kiosk,2024-05-31,2024-07-21,51,LE-4GJLH94I,Chanel Satin Blush,45.39,837,1717,56.85
POP101003,Valentino Beauty,Europe,Paris,High-Street,Flash Event,2024-04-08,2024-05-11,33,LE-7VTHMGYD,Valentino Beauty Rouge Eyeshadow Palette,77.24,1718,365,58.87
POP102006,Huda Beauty,Europe,Paris,Airport Duty-Free,Flash Event,2024-03-15,2024-05-31,77,LE-7MHXV9GG,Huda Beauty Éclat Fragrance,283.23,1794,1208,54.51
POP101924,Hermès Beauty,Latin America,Mexico City,Airport Duty-Free,Mall Kiosk,2025-02-10,2025-04-16,65,LE-M0DJBYH6,Hermès Beauty Opulence Setting Powder,76.78,940,278,49.55
POP100263,Hourglass,Middle East,Abu Dhabi,Department Store Atrium,Mobile Pop-Up Truck,2024-02-26,2024-04-13,47,LE-IA3VKZK8,Hourglass Rouge Highlighter,45.38,1452,1009,81.37
POP101754,Hermès Beauty,North America,New York,Art/Design District,Mall Kiosk,2025-05-20,2025-06-04,15,LE-7UETA62L,Hermès Beauty Satin Mascara,49.86,778,1242,81.07
POP102045,Hermès Beauty,Latin America,,Department Store Atrium,Standalone Pop-Up,2025-01-25,2025-03-26,60,LE-04V5FC2N,Hermès Beauty Lumière Highlighter,76.02,1450,711,76.7
POP100443,Sisley-Paris,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,2024-07-06,2024-09-27,83,LE-J04R964H,Sisley-Paris Mirage Serum,181.38,722,659,56.96
POP101002,Hermès Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,2025-05-02,2025-06-17,46,LE-J7JVJZRB,Hermès Beauty Lumière Setting Powder,55.59,2463,1291,66.68
POP101077,NARS,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2025-03-09,2025-05-04,56,LE-W7438MDF,NARS Opulence Primer,37.47,2173,2328,62.56
POP100837,NARS,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2024-12-06,2025-01-27,52,LE-8TYBSGHE,NARS Mirage Serum,157.09,1818,799,100.0
POP102000,Givenchy Beauty,Asia-Pacific,Hong Kong,Art/Design District,Flash Event,2024-10-14,2024-12-06,53,LE-J8CYCHML,Givenchy Beauty Velvet Blush,63.75,1316,3896,89.67
POP100304,Sisley-Paris,Middle East,Riyadh,Department Store Atrium,Shop-in-Shop,2024-11-15,2024-12-08,23,LE-LW841D07,Sisley-Paris Noir Lipstick,32.46,1028,1403,49.47
POP101365,Guerlain,Latin America,Mexico City,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-28,2025-05-21,54,LE-RG8XULPF,Guerlain Satin Eyeshadow Palette,149.79,1397,879,51.43
POP101742,Guerlain,Latin America,São Paulo,Art/Design District,Standalone Pop-Up,2025-05-06,2025-05-10,4,LE-KURC9BK7,Guerlain Velvet Highlighter,67.84,661,1996,77.76
POP100313,YSL Beauty,Middle East,Doha,High-Street,Flash Event,2024-09-08,2024-11-10,63,LE-HWZLI7CJ,YSL Beauty Opulence Lipstick,38.76,1508,3486,77.24
POP100149,Hourglass,Middle East,Dubai,Art/Design District,Mall Kiosk,2025-05-22,2025-08-07,77,LE-B4DYT7NT,Hourglass Opulence Highlighter,63.15,563,1756,99.6
POP101148,Bobbi Brown,Middle East,Abu Dhabi,High-Street,Shop-in-Shop,2024-08-26,2024-09-05,10,LE-IN6RUS9B,Bobbi Brown Velvet Setting Powder,60.18,2099,2636,86.8
POP101213,Guerlain,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,2024-04-06,2024-05-29,53,LE-XTOHW2PT,Guerlain Mirage Eyeshadow Palette,138.89,709,1694,67.28
POP100574,YSL Beauty,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,2025-05-11,2025-06-18,38,LE-0WUIT79J,YSL Beauty Éclat Lipstick,44.44,1855,1807,42.93
POP101688,Rare Beauty,Middle East,Doha,Airport Duty-Free,Mobile Pop-Up Truck,2025-01-29,2025-03-04,34,LE-U7HP8Y9Y,Rare Beauty Pearl Lipstick,71.3,2225,1238,49.76
POP100050,Clé de Peau Beauté,Middle East,Dubai,High-Street,Mobile Pop-Up Truck,2024-09-13,2024-10-14,31,LE-YN6DSB1W,Clé de Peau Beauté Velvet Lipstick,46.48,1709,598,89.79
POP101737,Sisley-Paris,Asia-Pacific,Tokyo,Art/Design District,Flash Event,2025-05-17,2025-07-03,47,LE-0EKRTHXG,Sisley-Paris Lumière Serum,166.03,753,1038,72.23
POP100726,Chanel,Asia-Pacific,Shanghai,Art/Design District,Mobile Pop-Up Truck,2025-04-14,2025-04-24,10,LE-LU9M5TU8,Chanel Opulence Primer,44.12,1070,2706,82.25
POP100833,Hermès Beauty,Middle East,Jeddah,High-Street,Mall Kiosk,2024-10-28,2024-11-29,32,LE-DV45IC7M,Hermès Beauty Lumière Fragrance,126.87,1793,2910,85.71
POP101377,Sisley-Paris,Latin America,Bogotá,Department Store Atrium,Mobile Pop-Up Truck,2024-12-28,2025-03-12,74,LE-YXI47ACD,Sisley-Paris Mirage Blush,58.3,574,1035,69.84
POP101115,Valentino Beauty,Middle East,Doha,High-Street,Flash Event,2024-07-24,2024-10-06,74,LE-118310R4,Valentino Beauty Mirage Primer,52.63,2229,1767,60.37
POP101166,Huda Beauty,Latin America,Mexico City,Luxury Mall,Shop-in-Shop,2025-06-30,2025-08-11,42,LE-7XUD8KCQ,Huda Beauty Velvet Setting Powder,67.91,954,958,72.08
POP100470,Valentino Beauty,North America,Chicago,Art/Design District,Mall Kiosk,2024-11-28,2025-01-28,61,LE-T2QKVZ4L,Valentino Beauty Rouge Primer,57.24,1269,1752,55.03
POP100971,Guerlain,Europe,Berlin,Luxury Mall,Shop-in-Shop,2025-03-05,2025-04-01,27,LE-2490V9AN,Guerlain Éclat Fragrance,139.41,670,3001,77.45
POP100653,Rare Beauty,Europe,London,High-Street,Flash Event,2024-03-14,2024-04-03,20,LE-GJKX40MP,Rare Beauty Glow Primer,51.29,1634,1604,75.02
POP100399,Hourglass,Latin America,São Paulo,Department Store Atrium,Mobile Pop-Up Truck,2024-07-27,2024-09-13,48,LE-QSVRDZJ1,Hourglass Opulence Serum,243.61,1519,1863,91.23
POP100511,Hermès Beauty,Asia-Pacific,Singapore,High-Street,Mobile Pop-Up Truck,2025-03-21,2025-05-30,70,LE-9650TQWT,Hermès Beauty Opulence Serum,212.93,1092,2128,95.3
POP100320,Valentino Beauty,Europe,London,High-Street,Mall Kiosk,2024-10-24,2025-01-19,87,LE-XVY9W5LJ,Valentino Beauty Opulence Mascara,47.04,2405,125,50.4
POP100019,La Prairie,Asia-Pacific,Hong Kong,Airport Duty-Free,Mall Kiosk,2024-04-17,2024-05-12,25,LE-P008N4OQ,La Prairie Velvet Foundation,111.48,1626,2277,59.3
POP100684,YSL Beauty,Europe,Paris,Luxury Mall,Standalone Pop-Up,2024-12-16,2024-12-25,9,LE-U9DPCY13,YSL Beauty Velvet Fragrance,300.45,766,217,56.96
POP100035,Shiseido,Asia-Pacific,,Art/Design District,Standalone Pop-Up,2024-08-02,2024-08-20,18,LE-NLON7GCN,Shiseido Opulence Primer,43.09,1201,859,70.7
POP100902,Estée Lauder,Latin America,Buenos Aires,Airport Duty-Free,Mall Kiosk,2024-08-29,2024-10-23,55,LE-F6YPG1EX,Estée Lauder Mirage Foundation,114.26,2208,3020,68.93
POP101985,Rare Beauty,Latin America,Buenos Aires,Luxury Mall,Shop-in-Shop,2024-07-28,2024-08-12,15,LE-SAYNRSKQ,Rare Beauty Opulence Serum,141.73,953,1232,67.1
POP100827,NARS,Asia-Pacific,Seoul,Luxury Mall,Shop-in-Shop,2024-05-02,2024-05-13,11,LE-TGRHSU19,NARS Mirage Setting Powder,46.1,1973,623,74.79
POP102008,La Prairie,Asia-Pacific,Tokyo,High-Street,Mobile Pop-Up Truck,2025-02-14,2025-04-16,61,LE-HNIUC23F,La Prairie Noir Eyeshadow Palette,108.87,1935,502,78.68
POP100407,Lancôme,Europe,Madrid,Department Store Atrium,Standalone Pop-Up,2025-02-09,2025-04-29,79,LE-Q7YV3CAU,Lancôme Pearl Primer,55.75,1825,2572,82.81
POP100920,Lancôme,Asia-Pacific,Tokyo,High-Street,Mobile Pop-Up Truck,2025-01-27,2025-02-01,5,LE-YBXGGWUE,Lancôme Opulence Primer,82.72,864,1203,45.99
POP100537,YSL Beauty,Asia-Pacific,Shanghai,High-Street,Flash Event,2024-03-30,2024-06-23,85,LE-PZLHZS51,YSL Beauty Velvet Foundation,98.61,994,543,70.34
POP100758,MAC Cosmetics,Middle East,Abu Dhabi,Art/Design District,Standalone Pop-Up,2024-10-29,2024-11-22,24,LE-TOX3SB9V,MAC Cosmetics Opulence Eyeshadow Palette,91.9,1114,3109,70.18
POP101705,NARS,Latin America,Lima,Art/Design District,Mall Kiosk,2024-10-21,2024-10-30,9,LE-8TDJYFBS,NARS Velvet Primer,61.98,491,3274,85.06
POP102087,Charlotte Tilbury,Latin America,Buenos Aires,Luxury Mall,Flash Event,2025-01-28,2025-03-26,57,LE-CK2ZD548,Charlotte Tilbury Noir Primer,45.99,804,1713,71.23
POP101062,Estée Lauder,Europe,Berlin,Airport Duty-Free,Flash Event,2024-11-18,2024-12-24,36,LE-UKX18TM6,Estée Lauder Mirage Serum,126.53,1236,3474,86.16
POP101199,Fenty Beauty,Middle East,Dubai,Department Store Atrium,Flash Event,2024-09-09,2024-10-22,43,LE-KWCN11RG,Fenty Beauty Glow Fragrance,199.9,961,3006,93.27
POP100245,Tom Ford Beauty,Middle East,Jeddah,Department Store Atrium,Shop-in-Shop,2025-03-29,,28,LE-91JO6ZBA,Tom Ford Beauty Pearl Highlighter,72.54,1127,403,69.01
POP101416,Lancôme,Asia-Pacific,Seoul,Art/Design District,Standalone Pop-Up,2025-02-21,2025-04-09,47,LE-45C6MR7K,Lancôme Rouge Foundation,99.83,1017,2853,83.35
POP101127,Lancôme,Middle East,Riyadh,Department Store Atrium,Flash Event,2025-03-20,2025-05-29,70,LE-WYICR7W9,Lancôme Lumière Serum,116.13,876,1756,96.43
POP100784,Armani Beauty,North America,Chicago,Luxury Mall,Mobile Pop-Up Truck,2024-10-11,2024-11-18,38,LE-JYSN6RGZ,Armani Beauty Opulence Blush,57.89,1731,3091,73.77
POP101944,Armani Beauty,Middle East,Abu Dhabi,Luxury Mall,Standalone Pop-Up,2024-12-25,2025-03-06,71,LE-4FDS3IAN,Armani Beauty Éclat Highlighter,48.32,1926,1526,85.63
POP100489,La Prairie,Middle East,Jeddah,Luxury Mall,Standalone Pop-Up,2024-03-15,2024-04-20,36,LE-1DF2F1IP,La Prairie Mirage Highlighter,46.09,1770,745,75.03
POP100154,Charlotte Tilbury,Asia-Pacific,Hong Kong,Art/Design District,Mobile Pop-Up Truck,2025-01-12,,10,LE-CPUKROF1,Charlotte Tilbury Rouge Blush,59.68,916,2017,94.65
POP101662,Armani Beauty,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2025-03-12,2025-04-09,28,LE-JKBGYM9U,Armani Beauty Opulence Primer,78.68,1855,739,40.9
POP100961,Guerlain,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2025-05-15,2025-06-24,40,LE-NDX92EGY,Guerlain Mirage Mascara,33.28,940,2189,57.17
POP101686,Shiseido,Latin America,Buenos Aires,Airport Duty-Free,Shop-in-Shop,2024-11-13,2024-12-17,34,LE-VZLNBBT6,Shiseido Mirage Blush,36.01,1201,1114,80.32
POP100853,Charlotte Tilbury,Latin America,Buenos Aires,Airport Duty-Free,Standalone Pop-Up,2024-06-09,2024-08-27,79,LE-UY3QXSB0,Charlotte Tilbury Pearl Mascara,45.55,1659,2386,57.22
POP101311,Shiseido,Latin America,Bogotá,Airport Duty-Free,Flash Event,2024-11-23,2025-01-28,66,LE-6NTBOJCZ,Shiseido Rouge Eyeshadow Palette,79.25,1535,2632,87.35
POP100625,Hourglass,Asia-Pacific,Tokyo,Department Store Atrium,Mobile Pop-Up Truck,2025-03-27,2025-05-16,50,LE-HGHULPM5,Hourglass Velvet Fragrance,107.73,765,4267,88.91
POP100685,Dior,Europe,London,Art/Design District,Flash Event,2024-03-14,2024-05-05,52,LE-1IACO0UH,Dior Velvet Primer,82.87,1116,314,72.69
POP101746,Pat McGrath Labs,Asia-Pacific,Shanghai,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-25,2025-02-12,79,LE-Z74M2HJ6,Pat McGrath Labs Lumière Foundation,64.11,1508,1614,71.73
POP100569,Huda Beauty,North America,Miami,High-Street,Shop-in-Shop,2024-08-09,2024-09-17,39,LE-ZID6GJXS,Huda Beauty Éclat Lipstick,52.76,1442,622,75.85
POP100565,Pat McGrath Labs,Middle East,Abu Dhabi,High-Street,Mobile Pop-Up Truck,2024-06-25,2024-07-15,20,LE-FQ7A7K6S,Pat McGrath Labs Velvet Setting Powder,65.64,2533,2421,82.71
POP100017,Estée Lauder,Europe,Milan,Luxury Mall,Standalone Pop-Up,2024-11-05,2024-12-01,26,LE-FNUAT80V,Estée Lauder Mirage Fragrance,270.27,1839,1689,70.52
POP100127,Armani Beauty,North America,Toronto,Department Store Atrium,Shop-in-Shop,2024-10-30,2025-01-17,79,LE-EQ9XOB2R,Armani Beauty Éclat Setting Powder,51.03,1185,3988,86.75
POP101346,Hourglass,Middle East,Riyadh,Department Store Atrium,Shop-in-Shop,2024-11-24,2025-01-16,53,LE-XUACR75T,Hourglass Mirage Setting Powder,67.92,1557,1542,51.42
POP101279,Bobbi Brown,North America,Los Angeles,Art/Design District,Shop-in-Shop,2024-07-24,2024-10-18,86,LE-Z59NE9DF,Bobbi Brown Velvet Lipstick,45.16,989,3138,66.62
POP102117,MAC Cosmetics,Latin America,Lima,Luxury Mall,Standalone Pop-Up,2024-10-22,2024-11-01,10,LE-TECN0K1K,MAC Cosmetics Satin Fragrance,277.03,1898,709,87.1
POP100927,Huda Beauty,Middle East,Riyadh,Department Store Atrium,Flash Event,2025-05-20,2025-06-23,34,LE-QB786QH8,Huda Beauty Lumière Setting Powder,76.55,1280,1251,79.73
POP100980,Givenchy Beauty,Asia-Pacific,Tokyo,Luxury Mall,Flash Event,2025-04-26,2025-07-14,79,LE-Y2WDQX9D,Givenchy Beauty Pearl Mascara,71.27,1142,2905,75.63
POP100252,Sisley-Paris,North America,Miami,Art/Design District,Standalone Pop-Up,2024-10-18,2024-10-23,5,LE-6KAWENMQ,Sisley-Paris Pearl Eyeshadow Palette,57.3,1168,488,74.73
POP100190,YSL Beauty,North America,,Luxury Mall,Flash Event,2025-05-27,2025-08-03,68,LE-43LWEKRO,YSL Beauty Éclat Fragrance,226.42,1855,943,59.38
POP101139,Charlotte Tilbury,North America,Los Angeles,Art/Design District,Shop-in-Shop,2025-05-30,2025-07-02,33,LE-WNAVNUQC,Charlotte Tilbury Rouge Serum,280.61,1046,2769,64.31
POP100992,Dior,Asia-Pacific,Tokyo,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-29,2025-05-14,46,LE-WINET3TA,Dior Lumière Highlighter,49.09,2085,3656,76.15
POP100699,Armani Beauty,Europe,Paris,High-Street,Shop-in-Shop,2025-07-02,2025-07-09,7,LE-P4F1T2EG,Armani Beauty Noir Serum,194.92,2240,4085,85.59
POP101849,Dior,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2025-05-03,2025-05-28,25,LE-VNO3OWD6,Dior Pearl Foundation,103.75,1953,883,86.4
POP100606,Bobbi Brown,Middle East,Jeddah,High-Street,Shop-in-Shop,2024-06-23,2024-07-09,16,LE-IP6NWLWU,Bobbi Brown Noir Blush,52.93,2345,4053,94.23
POP100180,Shiseido,Asia-Pacific,Tokyo,Art/Design District,Mobile Pop-Up Truck,2024-12-02,2025-02-19,79,LE-SPIPF6GY,Shiseido Velvet Primer,43.52,1280,957,78.31
POP100301,Clé de Peau Beauté,Europe,Madrid,High-Street,Standalone Pop-Up,2025-05-11,2025-07-18,68,LE-5HUJ69CH,Clé de Peau Beauté Pearl Serum,123.0,1841,1334,52.48
POP100496,Dior,Latin America,Mexico City,Luxury Mall,Flash Event,2024-05-30,2024-07-24,55,LE-B7A42QM3,Dior Rouge Serum,276.71,1432,3539,72.76
POP101894,Shiseido,North America,Miami,Department Store Atrium,Shop-in-Shop,2024-02-26,2024-03-28,31,LE-9BD47V6V,Shiseido Pearl Primer,66.52,949,1329,91.72
POP101909,Huda Beauty,Middle East,Jeddah,Airport Duty-Free,Flash Event,2024-12-12,2025-02-25,75,LE-KRKJ3RAR,Huda Beauty Velvet Mascara,50.77,1508,1638,87.13
POP101854,Lancôme,Latin America,Lima,Art/Design District,Shop-in-Shop,2024-11-04,2025-01-01,58,LE-NY9HNWE0,Lancôme Noir Serum,176.81,911,3699,90.29
POP101828,Hourglass,North America,Toronto,Art/Design District,Shop-in-Shop,2025-03-23,2025-06-14,83,LE-AHVM3JVU,Hourglass Satin Setting Powder,55.34,1019,2493,84.71
POP100517,Charlotte Tilbury,Asia-Pacific,Hong Kong,Department Store Atrium,Mobile Pop-Up Truck,2024-09-11,2024-11-26,76,LE-OQ34HNQ1,Charlotte Tilbury Lumière Lipstick,56.98,681,2001,82.72
POP101396,Dior,Asia-Pacific,Singapore,High-Street,Standalone Pop-Up,2024-11-27,2025-02-02,67,LE-VETF2TL7,Dior Noir Mascara,72.03,1812,280,63.64
POP101069,MAC Cosmetics,Europe,Madrid,Art/Design District,Mall Kiosk,2024-06-27,2024-07-27,30,LE-7AGU5M6F,MAC Cosmetics Noir Fragrance,199.15,868,865,81.53
POP100476,Givenchy Beauty,Middle East,Doha,Luxury Mall,Standalone Pop-Up,2024-05-27,2024-08-23,88,LE-JN8KFTRH,Givenchy Beauty Rouge Blush,49.67,1402,3676,92.27
POP100157,Hermès Beauty,Asia-Pacific,Seoul,Luxury Mall,Mall Kiosk,2024-08-06,2024-09-23,48,LE-E1BUSDPR,Hermès Beauty Mirage Blush,67.28,2036,3296,66.01
POP101243,Givenchy Beauty,Asia-Pacific,Singapore,Airport Duty-Free,Mobile Pop-Up Truck,2024-11-25,2024-12-10,15,LE-ME9OICAK,Givenchy Beauty Satin Highlighter,74.08,1063,4552,91.72
POP101195,Valentino Beauty,Latin America,Mexico City,High-Street,Standalone Pop-Up,2025-01-05,2025-03-07,61,LE-KTAXAWZN,Valentino Beauty Glow Setting Powder,43.51,1690,997,67.87
POP100016,Valentino Beauty,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2024-02-28,,16,LE-L2Y32FB6,Valentino Beauty Glow Serum,176.22,953,2576,68.04
POP101535,Dior,Latin America,Lima,High-Street,Shop-in-Shop,2025-04-17,2025-06-03,47,LE-8KSZT8BU,Dior Mirage Lipstick,53.81,1591,1013,79.02
POP101072,Dior,Europe,Berlin,Airport Duty-Free,Shop-in-Shop,2024-05-08,2024-05-13,5,LE-F6HEX2AE,Dior Opulence Serum,138.03,2230,1369,79.32
POP102119,Fenty Beauty,North America,Toronto,Airport Duty-Free,Standalone Pop-Up,2024-08-08,2024-10-13,66,LE-YK61H86A,Fenty Beauty Rouge Foundation,99.86,783,387,63.24
POP100546,Armani Beauty,Europe,Paris,High-Street,Flash Event,2024-02-25,2024-03-24,28,LE-Y87FW8Z3,Armani Beauty Lumière Fragrance,385.12,2081,805,47.8
POP101539,Dior,North America,,Airport Duty-Free,Shop-in-Shop,2024-02-18,2024-05-02,74,LE-JUWHRUAH,Dior Glow Mascara,37.27,1143,632,57.3
POP100658,Estée Lauder,Europe,Madrid,Luxury Mall,Mobile Pop-Up Truck,2024-06-20,2024-08-18,59,LE-I88DFKIX,Estée Lauder Éclat Mascara,51.56,939,1201,61.37
POP101812,La Prairie,North America,Toronto,Art/Design District,Standalone Pop-Up,2025-01-26,2025-04-25,89,LE-SUTHZL3Y,La Prairie Mirage Primer,72.45,563,2746,56.21
POP101019,Armani Beauty,Europe,Paris,High-Street,Shop-in-Shop,2025-06-25,2025-07-30,35,LE-ECYN1KKY,Armani Beauty Pearl Setting Powder,41.69,2393,2431,65.19
POP101855,Valentino Beauty,Asia-Pacific,Singapore,Luxury Mall,Standalone Pop-Up,2025-03-20,2025-06-03,75,LE-QJ8K6N1X,Valentino Beauty Pearl Blush,38.72,1663,2201,71.65
POP101504,Hourglass,Asia-Pacific,Tokyo,High-Street,Flash Event,2024-05-17,2024-06-27,41,LE-GX2A6ANQ,Hourglass Satin Lipstick,45.52,2669,793,56.12
POP100959,NARS,Europe,Paris,Department Store Atrium,Mall Kiosk,2024-12-14,2025-02-12,60,LE-XIGR7JNR,NARS Mirage Fragrance,257.17,745,2536,80.15
POP102075,Sisley-Paris,Europe,Berlin,Luxury Mall,Flash Event,2024-06-09,2024-07-30,51,LE-5SLJUH3J,Sisley-Paris Velvet Blush,31.86,878,2896,100.0
POP100283,Sisley-Paris,North America,Chicago,Art/Design District,Standalone Pop-Up,2024-07-25,2024-08-15,21,LE-UACDLFWW,Sisley-Paris Noir Eyeshadow Palette,120.12,1345,2794,66.46
POP101632,Givenchy Beauty,Middle East,Abu Dhabi,Art/Design District,Mall Kiosk,2024-12-12,2025-02-04,54,LE-ER2P8ROG,Givenchy Beauty Glow Setting Powder,59.98,863,216,62.61
POP100797,Charlotte Tilbury,North America,Toronto,Department Store Atrium,Mall Kiosk,2024-02-18,2024-05-17,89,LE-B7F4QQH0,Charlotte Tilbury Satin Foundation,70.26,633,1027,72.84
POP101813,La Prairie,Asia-Pacific,Singapore,Airport Duty-Free,Shop-in-Shop,2025-04-15,2025-04-24,9,LE-OHV1VLZ7,La Prairie Satin Lipstick,43.3,1931,2744,65.93
POP100225,Bobbi Brown,Middle East,Jeddah,High-Street,Standalone Pop-Up,2024-12-05,2025-01-06,32,LE-NV7481K4,Bobbi Brown Rouge Lipstick,54.67,1134,2462,52.99
POP100026,Fenty Beauty,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,2025-04-11,2025-05-02,21,LE-3T2R8U8G,Fenty Beauty Pearl Mascara,49.45,611,4413,92.89
POP101977,Givenchy Beauty,Middle East,Jeddah,Airport Duty-Free,Flash Event,2025-06-08,2025-07-26,48,LE-CM1SAJOC,Givenchy Beauty Éclat Foundation,61.98,1847,3242,87.08
POP100437,Givenchy Beauty,Latin America,Buenos Aires,Airport Duty-Free,Mall Kiosk,2025-01-05,2025-02-04,30,LE-UPTLTTJY,Givenchy Beauty Pearl Foundation,111.54,1365,2839,57.43
POP102107,YSL Beauty,Latin America,Bogotá,Luxury Mall,Standalone Pop-Up,2024-04-28,2024-06-22,55,LE-ZDNBLGDM,YSL Beauty Glow Eyeshadow Palette,50.67,1834,2436,59.72
POP101388,Bobbi Brown,Latin America,Buenos Aires,High-Street,Shop-in-Shop,2024-07-28,2024-08-17,20,LE-0CW24C6V,Bobbi Brown Opulence Fragrance,125.95,1699,1877,73.04
POP100229,MAC Cosmetics,North America,Chicago,High-Street,Flash Event,2024-11-13,2025-01-12,60,LE-X6VPGKYC,MAC Cosmetics Éclat Fragrance,369.82,1530,4261,86.85
POP100037,Guerlain,North America,Los Angeles,Airport Duty-Free,Mall Kiosk,2024-04-18,2024-05-05,17,LE-VI3QWBIT,Guerlain Opulence Blush,60.82,1908,2344,71.99
POP101693,Bobbi Brown,Europe,London,Art/Design District,Mobile Pop-Up Truck,2024-07-18,2024-09-21,65,LE-WEAJJ62K,Bobbi Brown Satin Blush,52.66,1299,3835,93.77
