,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Brands""",,,,,"""Regions""",,,,,"""Products""",2133 records,,,,,"""Events""",2133 records,,,,,,,,,,,,
brand_id,brand,parent_company,,,region_id,region_name,,,,sku,product_name,category_id (FK),price_usd,,,event_id,brand_id (FK),location_id (FK),location_type_id (FK),event_type_id (FK),sku (FK),start_date,end_date,lease_length_days,avg_daily_footfall,units_sold,units_allocated,sell_through_pct,sales_conversion_rate
,,,,,,,,,,LE-VETF2TL7,Dior Noir Mascara,1,72.03,,,POP101396,18,21,3,2,LE-VETF2TL7,2024-11-27,2025-02-02,67,1812,280,439.9748586,0.6364,0.0023
,,,,,,,,,,LE-7AGU5M6F,MAC Cosmetics Noir Fragrance,2,199.15,,,POP101069,13,6,1,4,LE-7AGU5M6F,2024-06-27,2024-07-27,30,868,865,1060.959156,0.8153,0.0332
,,,,,,,,,,LE-JN8KFTRH,Givenchy Beauty Rouge Blush,2,49.67,,,POP100476,6,22,5,2,LE-JN8KFTRH,2024-05-27,2024-08-23,88,1402,3676,3983.960117,0.9227,0.0298
,,,,,,,,,,LE-E1BUSDPR,Hermès Beauty Mirage Blush,2,67.28,,,POP100157,4,10,5,4,LE-E1BUSDPR,2024-08-06,2024-09-23,48,2036,3296,4993.182851,0.6601,0.0337
,,,,,,,,,,LE-ME9OICAK,Givenchy Beauty Satin Highlighter,2,74.08,,,POP101243,6,21,2,5,LE-ME9OICAK,2024-11-25,2024-12-10,15,1063,4552,4962.930659,0.9172,0.2855
,,,,,,,,,,LE-KTAXAWZN,Valentino Beauty Glow Setting Powder,5,43.51,,,POP101195,2,25,3,2,LE-KTAXAWZN,2025-01-05,2025-03-07,61,1690,997,1468.984824,0.6787,0.0097
,,,,,,,,,,LE-L2Y32FB6,Valentino Beauty Glow Serum,2,176.22,,,POP100016,2,24,4,2,LE-L2Y32FB6,2024-02-28,,16,953,2576,3786.00823,0.6804,0.1689
,,,,,,,,,,LE-8KSZT8BU,Dior Mirage Lipstick,3,53.81,,,POP101535,18,13,3,3,LE-8KSZT8BU,2025-04-17,2025-06-03,47,1591,1013,1281.953936,0.7902,0.0135
,,,,,,,,,,LE-F6HEX2AE,Dior Opulence Serum,6,138.03,,,POP101072,18,3,2,3,LE-F6HEX2AE,2024-05-08,2024-05-13,5,2230,1369,1725.920323,0.7932,0.1228
,,,,,,,,,,LE-YK61H86A,Fenty Beauty Rouge Foundation,5,99.86,,,POP102119,22,8,2,2,LE-YK61H86A,2024-08-08,2024-10-13,66,783,387,611.9544592,0.6324,0.0075
,,,,,,,,,,LE-Y87FW8Z3,Armani Beauty Lumière Fragrance,2,385.12,,,POP100546,11,24,3,1,LE-Y87FW8Z3,2024-02-25,2024-03-24,28,2081,805,1684.100418,0.478,0.0138
,,,,,,,,,,LE-JUWHRUAH,Dior Glow Mascara,1,37.27,,,POP101539,18,30,2,3,LE-JUWHRUAH,2024-02-18,2024-05-02,74,1143,632,1102.966841,0.573,0.0075
,,,,,,,,,,LE-I88DFKIX,Estée Lauder Éclat Mascara,1,51.56,,,POP100658,10,6,5,5,LE-I88DFKIX,2024-06-20,2024-08-18,59,939,1201,1956.982239,0.6137,0.0217
,,,,,,,,,,LE-SUTHZL3Y,La Prairie Mirage Primer,4,72.45,,,POP101812,12,8,1,2,LE-SUTHZL3Y,2025-01-26,2025-04-25,89,563,2746,4885.251735,0.5621,0.0548
,,,,,,,,,,LE-ECYN1KKY,Armani Beauty Pearl Setting Powder,5,41.69,,,POP101019,11,24,3,3,LE-ECYN1KKY,2025-06-25,2025-07-30,35,2393,2431,3729.099555,0.6519,0.029
,,,,,,,,,,LE-QJ8K6N1X,Valentino Beauty Pearl Blush,2,38.72,,,POP101855,2,21,5,2,LE-QJ8K6N1X,2025-03-20,2025-06-03,75,1663,2201,3071.877181,0.7165,0.0176
,,,,,,,,,,LE-GX2A6ANQ,Hourglass Satin Lipstick,3,45.52,,,POP101504,23,7,3,1,LE-GX2A6ANQ,2024-05-17,2024-06-27,41,2669,793,1413.043478,0.5612,0.0072
,,,,,,,,,,LE-XIGR7JNR,NARS Mirage Fragrance,2,257.17,,,POP100959,15,24,4,4,LE-XIGR7JNR,2024-12-14,2025-02-12,60,745,2536,3164.067374,0.8015,0.0567
,,,,,,,,,,LE-5SLJUH3J,Sisley-Paris Velvet Blush,4,31.86,,,POP102075,16,3,5,1,LE-5SLJUH3J,2024-06-09,2024-07-30,51,878,2896,2896,1,0.0647
,,,,,,,,,,LE-UACDLFWW,Sisley-Paris Noir Eyeshadow Palette,1,120.12,,,POP100283,16,4,1,2,LE-UACDLFWW,2024-07-25,2024-08-15,21,1345,2794,4204.032501,0.6646,0.0989
,,,,,,,,,,LE-ER2P8ROG,Givenchy Beauty Glow Setting Powder,5,59.98,,,POP101632,6,26,1,4,LE-ER2P8ROG,2024-12-12,2025-02-04,54,863,216,344.9928126,0.6261,0.0046
,,,,,,,,,,LE-B7F4QQH0,Charlotte Tilbury Satin Foundation,5,70.26,,,POP100797,1,8,4,4,LE-B7F4QQH0,2024-02-18,2024-05-17,89,633,1027,1409.939594,0.7284,0.0182
,,,,,,,,,,LE-OHV1VLZ7,La Prairie Satin Lipstick,3,43.3,,,POP101813,12,21,2,3,LE-OHV1VLZ7,2025-04-15,2025-04-24,9,1931,2744,4161.989989,0.6593,0.1579
,,,,,,,,,,LE-NV7481K4,Bobbi Brown Rouge Lipstick,3,54.67,,,POP100225,17,20,3,2,LE-NV7481K4,2024-12-05,2025-01-06,32,1134,2462,4646.159653,0.5299,0.0678
,,,,,,,,,,LE-3T2R8U8G,Fenty Beauty Pearl Mascara,1,49.45,,,POP100026,22,10,4,5,LE-3T2R8U8G,2025-04-11,2025-05-02,21,611,4413,4750.780493,0.9289,0.3439
,,,,,,,,,,LE-CM1SAJOC,Givenchy Beauty Éclat Foundation,5,61.98,,,POP101977,6,20,2,1,LE-CM1SAJOC,2025-06-08,2025-07-26,48,1847,3242,3723.013321,0.8708,0.0366
,,,,,,,,,,LE-UPTLTTJY,Givenchy Beauty Pearl Foundation,5,111.54,,,POP100437,6,9,2,4,LE-UPTLTTJY,2025-01-05,2025-02-04,30,1365,2839,4943.409368,0.5743,0.0693
,,,,,,,,,,LE-ZDNBLGDM,YSL Beauty Glow Eyeshadow Palette,1,50.67,,,POP102107,3,18,5,2,LE-ZDNBLGDM,2024-04-28,2024-06-22,55,1834,2436,4079.035499,0.5972,0.0241
,,,,,,,,,,LE-0CW24C6V,Bobbi Brown Opulence Fragrance,2,125.95,,,POP101388,17,9,3,3,LE-0CW24C6V,2024-07-28,2024-08-17,20,1699,1877,2569.824754,0.7304,0.0552
,,,,,,,,,,LE-X6VPGKYC,MAC Cosmetics Éclat Fragrance,2,369.82,,,POP100229,13,4,3,1,LE-X6VPGKYC,2024-11-13,2025-01-12,60,1530,4261,4906.160046,0.8685,0.0464
,,,,,,,,,,LE-VI3QWBIT,Guerlain Opulence Blush,4,60.82,,,POP100037,7,27,2,4,LE-VI3QWBIT,2024-04-18,2024-05-05,17,1908,2344,3256.007779,0.7199,0.0723
,,,,,,,,,,LE-WEAJJ62K,Bobbi Brown Satin Blush,4,52.66,,,POP101693,17,5,1,5,LE-WEAJJ62K,2024-07-18,2024-09-21,65,1299,3835,4089.794177,0.9377,0.0454
,,,,,,,,,,LE-47UEMUPO,Fenty Beauty Satin Primer,2,81.55,,,POP100749,22,24,1,1,LE-47UEMUPO,2024-09-07,,56,809,3090,3233.908948,0.9555,0.0682
,,,,,,,,,,LE-PB9SNJ0Q,Hourglass Noir Mascara,1,46.36,,,POP101045,23,25,5,4,LE-PB9SNJ0Q,2024-12-05,2025-02-07,64,1446,1638,1798.024149,0.911,0.0177
,,,,,,,,,,LE-KDE3SGVR,Charlotte Tilbury Pearl Setting Powder,5,83.32,,,POP101398,1,5,3,4,LE-KDE3SGVR,2024-11-04,2024-11-19,15,2262,1869,2478.122514,0.7542,0.0551
,,,,,,,,,,LE-NLHWGRX1,Givenchy Beauty Rouge Foundation,5,94.22,,,POP100469,6,16,3,1,LE-NLHWGRX1,2025-04-24,2025-06-01,38,2726,2478,4020.116807,0.6164,0.0239
,,,,,,,,,,LE-WMKINS9Z,Dior Éclat Blush,4,44.85,,,POP101890,18,2,3,3,LE-WMKINS9Z,2025-04-07,2025-06-05,59,1506,1412,2284.050469,0.6182,0.0159
,,,,,,,,,,LE-A5SIQT4P,Hermès Beauty Éclat Lipstick,3,63.47,,,POP102116,4,7,2,2,LE-A5SIQT4P,2024-07-07,2024-09-24,79,2083,2335,2548.013968,0.9164,0.0142
,,,,,,,,,,LE-9FZHVXMJ,Lancôme Satin Lipstick,3,39.13,,,POP100687,24,26,3,4,LE-9FZHVXMJ,2025-01-19,2025-04-07,78,2437,3015,4017.857143,0.7504,0.0159
,,,,,,,,,,LE-UAGW7CIE,Rare Beauty Noir Fragrance,2,166.33,,,POP101056,8,12,3,5,LE-UAGW7CIE,2025-03-28,2025-06-09,73,3032,1464,1627.932837,0.8993,0.0066
,,,,,,,,,,LE-KJIH63D0,Huda Beauty Rouge Fragrance,2,372.65,,,POP100639,20,7,4,3,LE-KJIH63D0,2025-05-30,2025-06-21,22,1539,1632,1787.905346,0.9128,0.0482
,,,,,,,,,,LE-KB17I9R9,Huda Beauty Satin Serum,2,239.03,,,POP101912,20,5,2,1,LE-KB17I9R9,2024-11-10,2024-12-23,43,1994,1886,3701.668302,0.5095,0.022
,,,,,,,,,,LE-6H7KK3GP,Pat McGrath Labs Pearl Serum,6,208.9,,,POP101218,9,1,5,5,LE-6H7KK3GP,2024-05-18,2024-08-09,83,1187,853,923.9601386,0.9232,0.0087
,,,,,,,,,,LE-QCXSWSHG,Shiseido Pearl Highlighter,4,84.08,,,POP101158,21,2,4,5,LE-QCXSWSHG,2024-03-10,2024-04-27,48,733,2939,3742.995415,0.7852,0.0835
,,,,,,,,,,LE-UR14886T,Rare Beauty Velvet Foundation,5,57.21,,,POP101415,8,2,3,4,LE-UR14886T,2025-04-25,2025-04-29,4,1395,2981,4327.188271,0.6889,0.5342
,,,,,,,,,,LE-ZLGX0Q18,Dior Velvet Serum,6,293.44,,,POP101527,18,5,4,1,LE-ZLGX0Q18,2024-02-19,2024-04-09,50,1042,2793,4833.852544,0.5778,0.0536
,,,,,,,,,,LE-U06MSHDY,Dior Rouge Eyeshadow Palette,1,113.04,,,POP101847,18,17,4,4,LE-U06MSHDY,2024-03-30,2024-05-08,39,793,1510,2229.111308,0.6774,0.0488
,,,,,,,,,,LE-W5HENWNB,Armani Beauty Éclat Lipstick,3,53.9,,,POP101300,11,2,4,3,LE-W5HENWNB,2024-07-24,2024-10-10,78,665,1756,2160.964804,0.8126,0.0339
,,,,,,,,,,LE-DV7R1QVW,La Prairie Éclat Highlighter,4,57.79,,,POP102036,12,3,3,2,LE-DV7R1QVW,2024-05-29,2024-07-16,48,2241,1236,1753.937846,0.7047,0.0115
,,,,,,,,,,LE-3IOAXZIL,Lancôme Rouge Blush,4,34.68,,,POP100800,24,8,5,1,LE-3IOAXZIL,2024-07-15,2024-09-02,49,1206,989,1478.104917,0.6691,0.0167
,,,,,,,,,,LE-VV3XMLBW,Bobbi Brown Satin Blush,4,41.81,,,POP101603,17,22,4,4,LE-VV3XMLBW,2024-12-16,2025-03-14,88,963,2818,4612.111293,0.611,0.0333
,,,,,,,,,,LE-NAFK60JH,Bobbi Brown Noir Blush,4,66.88,,,POP100160,17,8,3,5,LE-NAFK60JH,2024-08-22,2024-11-16,86,1345,2797,4119.899838,0.6789,0.0242
,,,,,,,,,,LE-BXC9DIUJ,Chanel Mirage Setting Powder,5,55.85,,,POP101704,14,22,4,2,LE-BXC9DIUJ,2024-03-02,2024-05-05,64,967,2978,3382.169222,0.8805,0.0481
,,,,,,,,,,LE-RKR4963O,YSL Beauty Opulence Highlighter,2,61.99,,,POP100956,3,5,5,4,LE-RKR4963O,2024-08-14,2024-09-09,26,1477,2344,4707.772645,0.4979,0.061
,,,,,,,,,,LE-75757HOH,Huda Beauty Rouge Mascara,1,71.87,,,POP101743,20,27,1,3,LE-75757HOH,2025-02-15,2025-03-07,20,1159,468,720,0.65,0.0202
,,,,,,,,,,LE-H6QLOE21,Hourglass Satin Highlighter,4,75.06,,,POP101186,23,13,1,2,LE-H6QLOE21,2024-10-27,2024-12-31,65,1291,2794,3454.073433,0.8089,0.0333
,,,,,,,,,,LE-QWSWIKYI,Clé de Peau Beauté Satin Fragrance,2,132.43,,,POP100821,19,11,2,5,LE-QWSWIKYI,2025-01-26,2025-04-25,89,1002,1822,3247.771836,0.561,0.0204
,,,,,,,,,,LE-3T3SJ6TK,Estée Lauder Mirage Fragrance,2,142.41,,,POP101729,10,17,5,2,LE-3T3SJ6TK,2024-03-27,2024-06-04,69,1738,1669,1781.026571,0.9371,0.0139
,,,,,,,,,,LE-XEXIY9EC,YSL Beauty Éclat Lipstick,3,71.12,,,POP101877,3,1,4,2,LE-XEXIY9EC,2024-12-15,2025-02-15,62,919,3171,3548.170527,0.8937,0.0557
,,,,,,,,,,LE-96SZMC7L,Valentino Beauty Pearl Highlighter,2,52.49,,,POP100877,2,27,4,4,LE-96SZMC7L,2024-05-19,2024-08-05,78,1002,1165,1263.968753,0.9217,0.0149
,,,,,,,,,,LE-2UIHO7M5,Tom Ford Beauty Rouge Highlighter,2,74.42,,,POP100913,5,13,4,2,LE-2UIHO7M5,2024-05-31,2024-06-29,29,1131,3053,4842.956853,0.6304,0.0931
,,,,,,,,,,LE-V19RASHO,YSL Beauty Velvet Foundation,5,75.41,,,POP100152,3,25,4,3,LE-V19RASHO,2025-02-02,2025-04-20,77,1430,3184,4847.74665,0.6568,0.0289
,,,,,,,,,,LE-QWH3T9C1,La Prairie Mirage Primer,4,44.07,,,POP100098,12,24,2,3,LE-QWH3T9C1,2024-06-09,2024-09-07,90,1662,460,546.9678954,0.841,0.0031
,,,,,,,,,,LE-6P4AQCPB,Fenty Beauty Satin Serum,2,124.78,,,POP101983,22,11,2,4,LE-6P4AQCPB,2024-11-03,2024-11-13,10,2457,2150,2461.080586,0.8736,0.0875
,,,,,,,,,,LE-DBG9I3O8,Tom Ford Beauty Noir Foundation,5,50.84,,,POP100509,5,17,1,3,LE-DBG9I3O8,2024-06-29,2024-08-07,39,1243,1542,1716.002671,0.8986,0.0318
,,,,,,,,,,LE-YWZ4Y8MN,Dior Lumière Serum,6,243.18,,,POP101135,18,16,5,5,LE-YWZ4Y8MN,2025-02-11,2025-04-25,73,1858,282,356.0156546,0.7921,0.0021
,,,,,,,,,,LE-DTL34I39,YSL Beauty Noir Serum,2,186.44,,,POP101250,3,9,4,4,LE-DTL34I39,2024-11-20,2025-02-11,83,1509,2492,3041.992188,0.8192,0.0199
,,,,,,,,,,LE-UTO0L3ZV,Bobbi Brown Satin Blush,4,65.22,,,POP101857,17,8,4,3,LE-UTO0L3ZV,2025-03-21,2025-03-25,4,631,1517,2777.879509,0.5461,0.601
,,,,,,,,,,LE-0O3QNDMD,Hermès Beauty Glow Serum,2,135.53,,,POP100103,4,11,5,1,LE-0O3QNDMD,2024-05-22,2024-07-02,41,1014,3311,4069.067224,0.8137,0.0796
,,,,,,,,,,LE-J7OMKVBR,YSL Beauty Mirage Serum,2,297.3,,,POP101445,3,2,1,1,LE-J7OMKVBR,2024-07-13,2024-07-24,11,885,4019,4076.064909,0.986,0.4128
,,,,,,,,,,LE-25460JX6,MAC Cosmetics Opulence Highlighter,4,84.19,,,POP101443,13,30,3,4,LE-25460JX6,2024-04-12,2024-05-15,33,1076,4078,4869.253731,0.8375,0.1148
,,,,,,,,,,LE-7Y0U5ZKH,MAC Cosmetics Rouge Lipstick,3,70.87,,,POP101940,13,4,5,3,LE-7Y0U5ZKH,2025-05-27,2025-08-02,67,1414,4145,4908.81099,0.8444,0.0438
,,,,,,,,,,LE-XZKV8784,Sisley-Paris Velvet Mascara,1,32.9,,,POP100586,16,9,4,3,LE-XZKV8784,2024-10-23,2024-12-07,45,1269,3257,3317.038395,0.9819,0.057
,,,,,,,,,,LE-5BRJ0PCK,Lancôme Pearl Setting Powder,5,65.13,,,POP101975,24,18,1,5,LE-5BRJ0PCK,2025-01-10,2025-02-26,47,980,2711,3371.890547,0.804,0.0589
,,,,,,,,,,LE-154QVWND,Dior Velvet Serum,6,163.97,,,POP101696,18,20,4,1,LE-154QVWND,2024-06-28,2024-09-08,72,1650,1559,2474.996031,0.6299,0.0131
,,,,,,,,,,LE-VPNA99WT,Hermès Beauty Mirage Lipstick,3,32.83,,,POP101143,4,1,4,4,LE-VPNA99WT,2024-09-01,2024-09-06,5,1879,3471,4631.087392,0.7495,0.3695
,,,,,,,,,,LE-ZJVAF770,Chanel Rouge Eyeshadow Palette,1,121.93,,,POP100053,14,21,1,3,LE-ZJVAF770,2025-01-27,2025-03-15,47,1149,2093,3113.193515,0.6723,0.0388
,,,,,,,,,,LE-TUM7PE6M,Charlotte Tilbury Satin Fragrance,2,202.19,,,POP100151,1,16,1,4,LE-TUM7PE6M,2025-05-12,2025-07-04,53,1299,1398,1780.89172,0.785,0.0203
,,,,,,,,,,LE-K2I8KFHL,Sisley-Paris Rouge Setting Powder,5,82.53,,,POP100403,16,9,4,2,LE-K2I8KFHL,2024-07-10,2024-08-25,46,572,670,1151.004982,0.5821,0.0255
,,,,,,,,,,LE-H0DU7H5H,Chanel Satin Lipstick,3,52.33,,,POP101154,14,2,2,5,LE-H0DU7H5H,2024-04-20,2024-05-06,16,1732,435,517.9804715,0.8398,0.0157
,,,,,,,,,,LE-2EAYYQB2,Bobbi Brown Velvet Serum,6,163.73,,,POP100207,17,22,3,3,LE-2EAYYQB2,2024-03-26,2024-05-26,61,1843,402,663.0381,0.6063,0.0036
,,,,,,,,,,LE-JD7GOJ7S,Huda Beauty Mirage Foundation,5,65.79,,,POP102080,20,16,5,3,LE-JD7GOJ7S,2024-11-23,2025-02-19,88,1002,2015,2624.039588,0.7679,0.0229
,,,,,,,,,,LE-RAS3MGJV,Chanel Satin Setting Powder,5,44.3,,,POP101682,14,26,1,1,LE-RAS3MGJV,2024-07-17,2024-09-09,54,450,2416,3409.05884,0.7087,0.0994
,,,,,,,,,,LE-WB6O05YQ,NARS Mirage Primer,4,42.68,,,POP101122,15,4,1,3,LE-WB6O05YQ,2024-05-28,2024-07-13,46,611,1254,1993.006993,0.6292,0.0446
,,,,,,,,,,LE-CQLXUDLD,YSL Beauty Glow Fragrance,2,229.89,,,POP101954,3,8,1,2,LE-CQLXUDLD,2025-05-24,2025-08-11,79,829,4280,4298.915227,0.9956,0.0654
,,,,,,,,,,LE-34PDJ99J,Dior Mirage Highlighter,4,43.81,,,POP100008,18,8,5,5,LE-34PDJ99J,2024-12-20,2025-03-07,77,1756,1463,2324.06672,0.6295,0.0108
,,,,,,,,,,LE-58BA9LM6,Valentino Beauty Velvet Eyeshadow Palette,1,123.97,,,POP101014,2,3,3,3,LE-58BA9LM6,2024-10-10,2024-11-13,34,1966,1893,3206.843978,0.5903,0.0283
,,,,,,,,,,LE-J0NW1SBR,Valentino Beauty Éclat Lipstick,3,59.21,,,POP102007,2,4,3,1,LE-J0NW1SBR,2024-06-15,2024-08-12,58,1252,2621,3889.878302,0.6738,0.0361
,,,,,,,,,,LE-CO8F9AAD,Hourglass Velvet Fragrance,2,355.38,,,POP101060,23,19,2,2,LE-CO8F9AAD,2025-04-19,2025-06-08,50,1810,343,384.0125392,0.8932,0.0038
,,,,,,,,,,LE-V1TVGQXL,Estée Lauder Opulence Lipstick,3,75.46,,,POP100452,10,23,3,2,LE-V1TVGQXL,2024-10-06,2024-12-09,64,2062,583,1096.07069,0.5319,0.0044
,,,,,,,,,,LE-RSYB38KI,MAC Cosmetics Mirage Primer,4,64.22,,,POP101675,13,25,4,4,LE-RSYB38KI,2024-03-23,2024-05-31,69,1626,674,1166.089965,0.578,0.006
,,,,,,,,,,LE-HFMLJJU6,Huda Beauty Rouge Foundation,5,109.5,,,POP100253,20,4,3,5,LE-HFMLJJU6,2024-08-06,2024-09-29,54,2848,3167,3484.048405,0.909,0.0206
,,,,,,,,,,LE-V2RTZLS6,Guerlain Velvet Highlighter,4,69.96,,,POP101327,7,9,1,3,LE-V2RTZLS6,2025-06-14,2025-06-17,3,603,259,458.0017683,0.5655,0.1432
,,,,,,,,,,LE-12LEIO3V,Bobbi Brown Satin Eyeshadow Palette,1,142.91,,,POP100896,17,27,2,1,LE-12LEIO3V,2024-07-21,2024-09-04,45,1045,373,739.0529027,0.5047,0.0079
,,,,,,,,,,LE-7346PERZ,Armani Beauty Velvet Serum,2,156.87,,,POP101935,11,5,5,5,LE-7346PERZ,2024-10-21,2025-01-08,79,1723,147,205.9977578,0.7136,0.0011
,,,,,,,,,,LE-I9E9GKW4,Hourglass Glow Foundation,5,74.88,,,POP100880,23,6,4,5,LE-I9E9GKW4,2024-12-21,2025-02-15,56,1183,4415,4859.123927,0.9086,0.0666
,,,,,,,,,,LE-AA5NQTWA,Guerlain Pearl Fragrance,2,106.74,,,POP101595,7,4,4,5,LE-AA5NQTWA,2024-03-29,2024-06-27,90,565,159,212.9939719,0.7465,0.0031
,,,,,,,,,,LE-RERF56RB,Armani Beauty Opulence Serum,2,290.28,,,POP102077,11,16,3,4,LE-RERF56RB,2024-10-06,2024-12-21,76,2045,1273,1813.907096,0.7018,0.0082
,,,,,,,,,,LE-68VCX4YR,YSL Beauty Rouge Eyeshadow Palette,1,120.53,,,POP100623,3,24,4,3,LE-68VCX4YR,2024-05-08,2024-06-15,38,594,2628,3447.913933,0.7622,0.1164
,,,,,,,,,,LE-F36DX7ZX,YSL Beauty Rouge Blush,2,45.85,,,POP100345,3,16,5,2,LE-F36DX7ZX,2024-06-30,2024-09-08,70,723,1317,2394.110162,0.5501,0.026
,,,,,,,,,,LE-AXREO98H,Tom Ford Beauty Rouge Blush,2,67.66,,,POP101901,5,4,1,3,LE-AXREO98H,2025-01-01,2025-03-24,82,838,1155,1156.966844,0.9983,0.0168
,,,,,,,,,,LE-WPNJ00JF,Estée Lauder Mirage Foundation,5,83.63,,,POP101787,10,19,2,4,LE-WPNJ00JF,2024-09-02,2024-09-28,26,2141,204,264.009318,0.7727,0.0037
,,,,,,,,,,LE-YQ9JY2ZY,Huda Beauty Pearl Eyeshadow Palette,1,75.08,,,POP100262,20,23,1,4,LE-YQ9JY2ZY,2024-08-27,2024-11-10,75,736,1868,2488.012786,0.7508,0.0338
,,,,,,,,,,LE-U5VFQ3J8,MAC Cosmetics Velvet Blush,4,30.84,,,POP101634,13,25,3,4,LE-U5VFQ3J8,2025-04-10,2025-07-04,85,931,2574,3460.142492,0.7439,0.0325
,,,,,,,,,,LE-LDSMD1JG,Hermès Beauty Velvet Eyeshadow Palette,1,98.25,,,POP101321,4,3,2,4,LE-LDSMD1JG,2025-02-19,,45,1526,2661,3161.083393,0.8418,0.0388
,,,,,,,,,,LE-DZ9OZ4Y3,Sisley-Paris Mirage Mascara,1,36.39,,,POP101438,16,24,2,1,LE-DZ9OZ4Y3,2025-07-28,2025-08-03,6,1677,2339,3380.057803,0.692,0.2325
,,,,,,,,,,LE-XHNKXN7E,Rare Beauty Satin Mascara,1,66.45,,,POP100150,8,22,1,2,LE-XHNKXN7E,2025-05-31,,51,1157,2390,4165.21436,0.5738,0.0405
,,,,,,,,,,LE-SFQR81T6,Tom Ford Beauty Noir Eyeshadow Palette,1,84.43,,,POP100472,5,8,4,3,LE-SFQR81T6,2024-10-11,2024-10-22,11,1578,1612,1919.961887,0.8396,0.0929
,,,,,,,,,,LE-5QE8JFWC,Tom Ford Beauty Rouge Serum,2,278.41,,,POP101802,5,17,3,2,LE-5QE8JFWC,2024-08-10,2024-10-30,81,1789,398,416.0133793,0.9567,0.0027
,,,,,,,,,,LE-WN1027SX,Armani Beauty Noir Serum,2,176.83,,,POP100640,11,7,1,4,LE-WN1027SX,2024-03-27,2024-04-06,10,1168,2086,3584.19244,0.582,0.1786
,,,,,,,,,,LE-E7J6L7I9,Rare Beauty Mirage Setting Powder,5,68.49,,,POP100871,8,7,3,1,LE-E7J6L7I9,2024-03-08,2024-05-17,70,1730,603,869.001297,0.6939,0.005
,,,,,,,,,,LE-MZWWGKCD,Armani Beauty Glow Serum,2,158.43,,,POP102076,11,24,2,1,LE-MZWWGKCD,2024-09-11,2024-10-07,26,1263,3763,3788.000805,0.9934,0.1146
,,,,,,,,,,LE-7SM7LRYV,MAC Cosmetics Pearl Fragrance,2,102.57,,,POP100550,13,9,1,5,LE-7SM7LRYV,2024-10-01,2024-11-08,38,1160,2371,3797.245356,0.6244,0.0538
,,,,,,,,,,LE-MY24O6BR,Hermès Beauty Velvet Foundation,5,101.82,,,POP101986,4,21,5,5,LE-MY24O6BR,2024-11-08,2024-12-03,25,1883,4662,4662,1,0.099
,,,,,,,,,,LE-JN7QA3EM,Dior Éclat Serum,6,91.69,,,POP100928,18,4,5,1,LE-JN7QA3EM,2024-02-27,2024-05-03,66,965,1705,1915.084803,0.8903,0.0268
,,,,,,,,,,LE-5ILGCQBO,Huda Beauty Rouge Serum,2,94.26,,,POP100488,20,19,1,3,LE-5ILGCQBO,2025-04-05,2025-06-12,68,1179,2016,4027.972028,0.5005,0.0251
,,,,,,,,,,LE-85Y5BSIM,Shiseido Lumière Foundation,5,114.89,,,POP101843,21,12,1,4,LE-85Y5BSIM,2025-07-16,2025-08-08,23,1277,753,996.9548524,0.7553,0.0256
,,,,,,,,,,LE-PDQXZN5J,Givenchy Beauty Noir Primer,2,48.95,,,POP101734,6,22,1,2,LE-PDQXZN5J,2025-01-29,2025-03-16,46,1284,1140,1484.955061,0.7677,0.0193
,,,,,,,,,,LE-9MF1MCT8,Tom Ford Beauty Pearl Lipstick,3,37.78,,,POP102024,5,19,5,4,LE-9MF1MCT8,2024-09-04,2024-10-28,54,1709,1811,3982.845832,0.4547,0.0196
,,,,,,,,,,LE-LVGJM4EU,La Prairie Opulence Serum,6,216.99,,,POP101171,12,19,3,2,LE-LVGJM4EU,2024-10-16,2024-12-13,58,1805,425,797.9722118,0.5326,0.0041
,,,,,,,,,,LE-XMLZHFXI,Dior Glow Highlighter,4,66.38,,,POP100146,18,8,2,1,LE-XMLZHFXI,2025-02-03,2025-04-17,73,1882,4481,4795.077582,0.9345,0.0326
,,,,,,,,,,LE-QF3E7AS2,Valentino Beauty Velvet Eyeshadow Palette,1,86.43,,,POP101903,2,26,2,3,LE-QF3E7AS2,2024-12-19,2025-03-15,86,1751,1252,2557.189542,0.4896,0.0083
,,,,,,,,,,LE-7FOLF0NJ,YSL Beauty Velvet Highlighter,2,38.02,,,POP101369,3,18,3,1,LE-7FOLF0NJ,2024-06-08,2024-08-18,71,1518,324,598.0066445,0.5418,0.003
,,,,,,,,,,LE-J2OLR6R6,Rare Beauty Noir Lipstick,3,73.15,,,POP100402,8,10,4,3,LE-J2OLR6R6,2024-09-15,2024-10-19,34,1587,3288,4830.321728,0.6807,0.0609
,,,,,,,,,,LE-W4NEWXZL,Huda Beauty Mirage Blush,2,37.99,,,POP100954,20,11,2,1,LE-W4NEWXZL,2024-03-22,2024-04-18,27,1568,1754,3041.97017,0.5766,0.0414
,,,,,,,,,,LE-0QLVKCU6,Chanel Velvet Foundation,5,66.4,,,POP102072,14,25,3,3,LE-0QLVKCU6,2025-06-10,2025-07-15,35,2185,519,637.9840197,0.8135,0.0068
,,,,,,,,,,LE-E415YA7F,Hermès Beauty Pearl Highlighter,2,53.82,,,POP100659,4,19,2,5,LE-E415YA7F,2025-06-10,2025-06-21,11,1845,1670,1894.068277,0.8817,0.0823
