event_id,parent_company,brand,region,city,location_type,event_type,start_date,end_date,lease_length_days,sku,product_name,price_usd,avg_daily_footfall,units_sold,units_allocated,,sell_through_pct,,,"event_id is the unique identifier for each row, hence the PK"
POP101568,L’Oréal Group,Lancôme,Latin America,Mexico City,Airport Duty-Free,Mobile Pop-Up Truck,2024-06-08,2024-08-17,70,LE-9KW1XS8D,Lancôme Velvet Eyeshadow Palette,54.42,1226,1847,2746,67.26,0.6726,,,
POP102071,LVMH,Givenchy Beauty,Middle East,Doha,Airport Duty-Free,Flash Event,2024-09-26,2024-12-13,78,LE-M3YKV64M,Givenchy Beauty Glow Foundation,108.38,1328,2903,3793,76.54,0.7654,,,
POP100689,LVMH,Givenchy Beauty,North America,Toronto,Art/Design District,Mobile Pop-Up Truck,2024-02-24,2024-04-03,39,LE-BA0MO7HV,Givenchy Beauty Mirage Setting Powder,67.18,831,3420,4310,79.35,0.7935,,,
POP100851,L’Oréal Group,Valentino Beauty,North America,Toronto,Department Store Atrium,Standalone Pop-Up,2024-06-09,2024-06-18,9,LE-GUDG36AA,Valentino Beauty Velvet Setting Powder,60.72,971,1067,1332,80.11,0.8011,,,
POP101498,Chanel Limited,Chanel,Europe,Berlin,High-Street,Shop-in-Shop,2025-03-04,2025-03-17,13,LE-ELEH7V6R,Chanel Noir Serum,244.08,866,1012,1515,66.8,0.668,,,
POP100159,L’Oréal Group,Lancôme,Europe,Paris,Luxury Mall,Shop-in-Shop,2024-08-01,2024-08-23,22,LE-8I52YPHI,Lancôme Mirage Primer,43.14,1284,2812,4693,59.92,0.5992,,,
POP100895,LVMH,Givenchy Beauty,Middle East,Abu Dhabi,Luxury Mall,Shop-in-Shop,2024-08-03,2024-09-02,30,LE-NGSC7CP2,Givenchy Beauty Glow Primer,45.88,2001,3069,3663,83.78,0.8378,,,
POP101760,LVMH,Guerlain,Europe,London,Luxury Mall,Standalone Pop-Up,2024-02-20,2024-03-16,25,LE-TPGYUBO7,Guerlain Pearl Lipstick,50.15,1610,2225,4097,54.31,0.5431,,,
POP100257,L’Oréal Group,Armani Beauty,Europe,London,Airport Duty-Free,Mobile Pop-Up Truck,2025-06-09,2025-06-13,4,LE-I2P2YCY5,Armani Beauty Glow Setting Powder,50.44,944,999,1308,76.38,0.7638,,,
POP100335,LVMH,Fenty Beauty,Europe,Paris,High-Street,Mobile Pop-Up Truck,2024-07-11,2024-08-21,41,LE-NZ6CLCHG,Fenty Beauty Satin Mascara,39.94,1429,2437,3639,66.97,0.6697,,,
POP102073,Private ,Huda Beauty,North America,Miami,Department Store Atrium,Standalone Pop-Up,2024-12-11,2024-12-15,4,LE-7R9QXDNP,Huda Beauty Rouge Lipstick,50.11,966,2470,3276,75.4,0.754,,,
POP101039,Estée Lauder Companies,Bobbi Brown,Middle East,Jeddah,Airport Duty-Free,Standalone Pop-Up,2025-06-23,2025-07-13,20,LE-K49MTDX6,Bobbi Brown Éclat Mascara,70.01,1540,663,1054,62.9,0.629,,,
POP100515,L’Oréal Group,Lancôme,Latin America,Mexico City,High-Street,Standalone Pop-Up,2024-06-02,2024-06-20,18,LE-MQC0531I,Lancôme Glow Lipstick,47.66,1184,318,458,69.43,0.6943,,,
POP101348,L’Oréal Group,Armani Beauty,Asia-Pacific,Shanghai,Luxury Mall,Mall Kiosk,2024-03-04,2024-03-07,3,LE-RO3XGV0T,Armani Beauty Lumière Eyeshadow Palette,94.09,1120,1398,2079,67.24,0.6724,,,
POP101015,Beiersdorf,La Prairie,Middle East,Riyadh,Airport Duty-Free,Mall Kiosk,2024-05-11,2024-05-16,5,LE-BWL3FPUV,La Prairie Lumière Mascara,50.26,2264,2084,4128,50.48,0.5048,,,
POP100768,LVMH,Givenchy Beauty,Middle East,Doha,High-Street,Mall Kiosk,2025-02-16,2025-04-08,51,LE-7H1MQU5C,Givenchy Beauty Lumière Lipstick,45.7,2131,1592,1871,85.09,0.8509,,,
POP101949,LVMH,Givenchy Beauty,Middle East,Jeddah,Art/Design District,Mobile Pop-Up Truck,2024-03-16,2024-06-01,77,LE-SKWA5KDG,Givenchy Beauty Éclat Lipstick,45.7,857,943,1371,68.78,0.6878,,,
POP100761,Shiseido Company Limited,Clé de Peau Beauté,Latin America,São Paulo,Department Store Atrium,Shop-in-Shop,2024-08-24,2024-08-27,3,LE-4ZMNLYNP,Clé de Peau Beauté Velvet Lipstick,59.77,1731,1354,1555,87.07,0.8707,,,
POP101246,LVMH,Guerlain,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,2025-04-01,2025-05-06,35,LE-MS3H31SL,Guerlain Pearl Eyeshadow Palette,96.16,1212,741,1623,45.66,0.4566,,,
POP101203,LVMH,Givenchy Beauty,Middle East,Dubai,Airport Duty-Free,Standalone Pop-Up,2025-04-22,2025-06-05,44,LE-QUY6053S,Givenchy Beauty Rouge Eyeshadow Palette,139.94,937,775,1540,50.32,0.5032,,,
POP101644,Beiersdorf,La Prairie,North America,Los Angeles,High-Street,Mobile Pop-Up Truck,2025-04-20,2025-07-18,89,LE-FLE79WD2,La Prairie Éclat Setting Powder,43.42,2054,588,1025,57.37,0.5737,,,
POP101123,Private ,Rare Beauty,Latin America,São Paulo,Luxury Mall,Shop-in-Shop,2024-04-19,2024-04-27,8,LE-GFSR26BT,Rare Beauty Mirage Serum,155.02,1453,1622,2729,59.44,0.5944,,,
POP100521,LVMH,Dior,Middle East,Abu Dhabi,High-Street,Mobile Pop-Up Truck,2025-04-27,2025-07-24,88,LE-BUSXQ36N,Dior Velvet Serum,176.63,2435,4366,4767,91.59,0.9159,,,
POP100022,Chanel Limited,Chanel,North America,Chicago,Luxury Mall,Shop-in-Shop,2024-05-31,2024-06-21,21,LE-QJCDSW1A,Chanel Noir Eyeshadow Palette,124.87,1905,287,568,50.53,0.5053,,,
POP100356,Sisley,Sisley-Paris,Europe,Madrid,Art/Design District,Flash Event,2025-06-27,2025-07-23,26,LE-LGUPF0LI,Sisley-Paris Opulence Blush,41.24,1433,3075,3075,100,1,,,
POP101277,Estée Lauder Companies,MAC Cosmetics,Latin America,São Paulo,Luxury Mall,Mall Kiosk,2024-06-08,2024-06-14,6,LE-9YTVVEC0,MAC Cosmetics Satin Foundation,105.87,1951,3810,4692,81.2,0.812,,,
POP101312,LVMH,Fenty Beauty,North America,Chicago,Luxury Mall,Shop-in-Shop,2024-07-15,2024-08-04,20,LE-YBDSGL6M,Fenty Beauty Éclat Lipstick,65.18,2038,954,1064,89.66,0.8966,,,
POP101878,LVMH,Guerlain,Europe,Madrid,Luxury Mall,Standalone Pop-Up,2024-03-16,2024-05-25,70,LE-XSRRAFFM,Guerlain Pearl Lipstick,39.4,1150,628,1370,45.84,0.4584,,,
POP100340,Chanel Limited,Chanel,North America,Chicago,Airport Duty-Free,Shop-in-Shop,2024-12-16,2025-02-01,47,LE-BA4VT7H0,Chanel Noir Blush,48.73,2297,1909,2927,65.22,0.6522,,,
POP100431,LVMH,Guerlain,Europe,Madrid,Art/Design District,Standalone Pop-Up,2024-06-02,2024-07-23,51,LE-66KNTBKO,Guerlain Glow Setting Powder,60.23,1040,2929,4901,59.76,0.5976,,,
POP100473,Estée Lauder Companies,Tom Ford Beauty,Middle East,Riyadh,Luxury Mall,Shop-in-Shop,2025-05-18,2025-06-21,34,LE-IZS2ARUD,Tom Ford Beauty Pearl Eyeshadow Palette,90.58,1004,3126,3873,80.71,0.8071,,,
POP100217,L’Oréal Group,Valentino Beauty,Latin America,Lima,High-Street,Flash Event,2024-09-28,2024-10-28,30,LE-1GZRG34N,Valentino Beauty Glow Lipstick,35.38,1223,752,996,75.5,0.755,,,
POP100911,L’Oréal Group,Valentino Beauty,Latin America,Buenos Aires,Art/Design District,Standalone Pop-Up,2024-11-25,2025-01-16,52,LE-E121YVT8,Valentino Beauty Lumière Eyeshadow Palette,110.7,626,329,632,52.06,0.5206,,,
POP101227,Unilever,Hourglass,Europe,Paris,Department Store Atrium,Mall Kiosk,2024-03-12,2024-06-07,87,LE-8P6X8PJW,Hourglass Opulence Blush,44.55,1446,544,866,62.82,0.6282,,,
POP101781,Private ,Pat McGrath Labs,Latin America,,Department Store Atrium,Standalone Pop-Up,2024-07-08,2024-09-07,61,LE-1S490RHO,Pat McGrath Labs Mirage Highlighter,53.91,943,530,948,55.91,0.5591,,,
POP101011,L’Oréal Group,Lancôme,Latin America,Buenos Aires,High-Street,Shop-in-Shop,2025-04-23,2025-05-03,10,LE-NYNMCEX1,Lancôme Opulence Primer,52.04,1015,1975,3196,61.8,0.618,,,
POP100957,Estée Lauder Companies,Tom Ford Beauty,Europe,Paris,Luxury Mall,Mall Kiosk,2024-03-26,2024-06-21,87,LE-LGHCLYZ3,Tom Ford Beauty Opulence Serum,263.22,737,2291,4420,51.83,0.5183,,,
POP100093,L’Oréal Group,Lancôme,Europe,London,Airport Duty-Free,Mall Kiosk,2024-10-28,2025-01-24,88,LE-JP5E1F9F,Lancôme Satin Blush,37.7,1752,859,978,87.83,0.8783,,,
POP101008,Shiseido Company Limited,Shiseido,Latin America,São Paulo,Airport Duty-Free,Standalone Pop-Up,2024-07-23,2024-08-22,30,LE-CMMSHY8X,Shiseido Velvet Primer,61.12,1681,1704,2080,81.92,0.8192,,,
POP101070,L’Oréal Group,YSL Beauty,Middle East,Dubai,Department Store Atrium,Mobile Pop-Up Truck,2025-01-16,2025-03-24,67,LE-DN3IOYAL,YSL Beauty Éclat Highlighter,64.89,1365,2636,3780,69.74,0.6974,,,
POP101092,LVMH,Givenchy Beauty,Europe,Paris,Department Store Atrium,Mobile Pop-Up Truck,2025-04-20,2025-06-04,45,LE-HQX7KLXU,Givenchy Beauty Noir Primer,57.05,855,2028,3936,51.52,0.5152,,,
POP101770,LVMH,Guerlain,North America,Toronto,Art/Design District,Standalone Pop-Up,2024-09-22,2024-10-03,11,LE-M1MN1LZI,Guerlain Noir Fragrance,361.48,545,2756,4281,64.38,0.6438,,,
POP101308,L’Oréal Group,Armani Beauty,Europe,London,Department Store Atrium,Standalone Pop-Up,2025-03-01,2025-04-29,59,LE-4TXRCSAV,Armani Beauty Éclat Foundation,108.27,1311,398,501,79.44,0.7944,,,
POP100696,Estée Lauder Companies,NARS,Europe,London,Department Store Atrium,Mobile Pop-Up Truck,2024-04-23,2024-07-05,73,LE-KS92J40M,NARS Satin Setting Powder,73.52,688,556,821,67.72,0.6772,,,
POP102003,Private ,Pat McGrath Labs,North America,Miami,Luxury Mall,Mobile Pop-Up Truck,2025-03-10,2025-04-28,49,LE-ZQ7R3CO6,Pat McGrath Labs Rouge Primer,82,798,1017,1594,63.8,0.638,,,
POP100996,L’Oréal Group,Armani Beauty,North America,Chicago,Luxury Mall,Mall Kiosk,2025-02-26,2025-05-15,78,LE-QJ8PF1VG,Armani Beauty Glow Eyeshadow Palette,83.4,1429,1553,2585,60.08,0.6008,,,
POP101458,Sisley,Sisley-Paris,Asia-Pacific,Seoul,Luxury Mall,Mobile Pop-Up Truck,2024-07-11,2024-08-15,35,LE-KN5LPS1I,Sisley-Paris Lumière Lipstick,47.74,1597,1100,1545,71.2,0.712,,,
POP100153,Unilever,Hourglass,Middle East,Riyadh,Art/Design District,Mall Kiosk,2024-05-27,2024-06-04,8,LE-I8HBYQQS,Hourglass Mirage Foundation,55.12,1121,1885,4660,40.45,0.4045,,,
POP101099,Puig,Charlotte Tilbury,Europe,Milan,Luxury Mall,Flash Event,2025-01-05,2025-01-09,4,LE-TSZ948SJ,Charlotte Tilbury Glow Highlighter,36.38,934,1922,2793,68.81,0.6881,,,
POP101918,LVMH,Dior,Latin America,Buenos Aires,Luxury Mall,Mall Kiosk,2025-05-18,2025-07-03,46,LE-M5YR2V60,Dior Noir Eyeshadow Palette,134.38,1291,2924,3858,75.79,0.7579,,,
POP102132,LVMH,Dior,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2025-02-15,2025-04-07,51,LE-DW7EWMQF,Dior Opulence Lipstick,49.42,1631,3237,4818,67.19,0.6719,,,
POP100789,Private ,Rare Beauty,North America,Los Angeles,High-Street,Shop-in-Shop,2025-04-09,2025-05-11,32,LE-MLMC95AH,Rare Beauty Rouge Foundation,101.44,2186,3878,4490,86.37,0.8637,,,
POP100580,L’Oréal Group,Armani Beauty,North America,New York,Airport Duty-Free,Mobile Pop-Up Truck,2024-10-16,2024-11-29,44,LE-OX0YFLVB,Armani Beauty Pearl Mascara,30.15,1107,2148,2706,79.38,0.7938,,,
POP101470,Estée Lauder,Estée Lauder,Asia-Pacific,Tokyo,Art/Design District,Mobile Pop-Up Truck,2024-07-10,2024-08-02,23,LE-CSGWJRVY,Estée Lauder Rouge Fragrance,352.8,1142,3032,4400,68.91,0.6891,,,
POP100703,Estée Lauder Companies,MAC Cosmetics,Latin America,São Paulo,Art/Design District,Mall Kiosk,2024-10-05,2024-10-26,21,LE-NUVD0M1S,MAC Cosmetics Rouge Fragrance,264.6,1116,2422,4107,58.97,0.5897,,,
POP101212,Shiseido Company Limited,Clé de Peau Beauté,Latin America,Buenos Aires,Department Store Atrium,Standalone Pop-Up,2024-08-28,2024-11-07,71,LE-C91CB0P8,Clé de Peau Beauté Éclat Mascara,70.73,633,4460,4478,99.6,0.996,,,
POP101295,Shiseido Company Limited,Shiseido,Asia-Pacific,Singapore,Department Store Atrium,Shop-in-Shop,2024-04-27,2024-06-17,51,LE-JN2CPFN8,Shiseido Glow Highlighter,81.96,1137,601,1345,44.68,0.4468,,,
POP101859,LVMH,Dior,Europe,Paris,Department Store Atrium,Standalone Pop-Up,2024-06-21,2024-09-01,72,LE-XBXYSQNZ,Dior Noir Blush,54.2,1207,1997,2677,74.6,0.746,,,
POP101260,Private ,Huda Beauty,North America,Miami,Luxury Mall,Standalone Pop-Up,2024-06-03,2024-07-10,37,LE-8OSYSAXZ,Huda Beauty Satin Setting Powder,62.34,1420,2243,3949,56.8,0.568,,,
POP100487,Shiseido Company Limited,Clé de Peau Beauté,Asia-Pacific,Singapore,Luxury Mall,Shop-in-Shop,2025-05-15,2025-07-21,67,LE-9LK5TEKE,Clé de Peau Beauté Mirage Primer,57.08,2109,2789,4810,57.98,0.5798,,,
POP101624,LVMH,Dior,Asia-Pacific,Singapore,High-Street,Mobile Pop-Up Truck,2024-11-23,2025-01-07,45,LE-G1QVHB35,Dior Lumière Blush,43.95,1424,3210,3964,80.98,0.8098,,,
POP100559,L’Oréal Group,Armani Beauty,Latin America,Bogotá,Luxury Mall,Flash Event,2024-11-04,2024-11-22,18,LE-CA46ZJ3U,Armani Beauty Pearl Eyeshadow Palette,81.56,737,2549,2835,89.91,0.8991,,,
POP101141,LVMH,Guerlain,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2024-09-12,2024-10-16,34,LE-90RCOZE9,Guerlain Lumière Foundation,116.25,1765,2736,4768,57.38,0.5738,,,
POP101119,Sisley,Sisley-Paris,Europe,Paris,Luxury Mall,Flash Event,2024-09-21,2024-10-04,13,LE-XLJSWU43,Sisley-Paris Lumière Serum,231.74,1899,1329,1432,92.81,0.9281,,,
POP100801,Puig,Charlotte Tilbury,Latin America,Lima,Airport Duty-Free,Mobile Pop-Up Truck,2024-03-06,2024-04-15,40,LE-EU3295UL,Charlotte Tilbury Satin Eyeshadow Palette,129.83,982,3147,4642,67.79,0.6779,,,
POP100512,Hermès International,Hermès Beauty,Asia-Pacific,Shanghai,Airport Duty-Free,Standalone Pop-Up,2024-05-04,2024-06-28,55,LE-P1J1NNYQ,Hermès Beauty Pearl Primer,37.48,1440,1417,1640,86.4,0.864,,,
POP100633,Private ,Pat McGrath Labs,Asia-Pacific,,Airport Duty-Free,Shop-in-Shop,2024-08-14,2024-11-05,83,LE-9NK9ZQCB,Pat McGrath Labs Pearl Highlighter,76.72,1052,2180,2836,76.87,0.7687,,,
POP101656,Shiseido Company Limited,Shiseido,Asia-Pacific,Shanghai,Department Store Atrium,Standalone Pop-Up,2025-04-04,2025-04-11,7,LE-L23FY2MU,Shiseido Noir Foundation,71.26,995,2160,3924,55.05,0.5505,,,
POP101996,Private ,Pat McGrath Labs,Latin America,Lima,Luxury Mall,Flash Event,2025-02-14,2025-05-06,81,LE-T9AJZU2G,Pat McGrath Labs Glow Foundation,52.05,1501,1223,2187,55.92,0.5592,,,
POP101728,L’Oréal Group,Lancôme,Middle East,Dubai,Department Store Atrium,Standalone Pop-Up,2024-08-19,2024-09-17,29,LE-ABNPCOIQ,Lancôme Velvet Blush,32.32,1425,2458,3980,61.76,0.6176,,,
POP101150,LVMH,Guerlain,Latin America,São Paulo,Airport Duty-Free,Flash Event,2025-06-23,2025-08-03,41,LE-GB9WVJ65,Guerlain Éclat Setting Powder,66.38,1623,1711,1722,99.36,0.9936,,,
POP100790,Beiersdorf,La Prairie,Latin America,São Paulo,Airport Duty-Free,Mobile Pop-Up Truck,2024-12-17,2025-02-01,46,LE-8431MGNN,La Prairie Noir Serum,219.6,1382,239,327,73.09,0.7309,,,
POP100116,Puig,Charlotte Tilbury,Asia-Pacific,Seoul,Department Store Atrium,Mobile Pop-Up Truck,2024-09-22,2024-10-20,28,LE-AADX12RE,Charlotte Tilbury Velvet Serum,193.84,1114,851,1215,70.04,0.7004,,,
POP101497,Private ,Pat McGrath Labs,Latin America,Mexico City,Department Store Atrium,Mall Kiosk,2025-02-10,2025-03-01,19,LE-TBT3M4W2,Pat McGrath Labs Velvet Setting Powder,71.54,694,1321,3305,39.97,0.3997,,,
POP100740,Shiseido Company Limited,Clé de Peau Beauté,Latin America,Lima,Art/Design District,Mall Kiosk,2024-04-07,2024-07-04,88,LE-BMAKL91N,Clé de Peau Beauté Rouge Primer,64.98,1109,805,1001,80.42,0.8042,,,
POP101888,LVMH,Givenchy Beauty,Latin America,Buenos Aires,High-Street,Shop-in-Shop,2024-03-27,2024-05-17,51,LE-LONUGGW9,Givenchy Beauty Satin Foundation,101.73,2504,673,1091,61.69,0.6169,,,
POP101081,L’Oréal Group,Lancôme,Asia-Pacific,Singapore,Airport Duty-Free,Mall Kiosk,2025-01-21,2025-03-31,69,LE-ZJ0GHOSG,Lancôme Glow Lipstick,45.2,1771,1640,2666,61.52,0.6152,,,
POP101627,L’Oréal Group,Armani Beauty,Asia-Pacific,Shanghai,High-Street,Mobile Pop-Up Truck,2024-05-13,2024-07-14,62,LE-WQKXZFSP,Armani Beauty Rouge Foundation,74.49,1023,2400,2960,81.08,0.8108,,,
POP100830,L’Oréal Group,YSL Beauty,Middle East,Abu Dhabi,Airport Duty-Free,Flash Event,2024-09-04,2024-11-09,66,LE-NRG0C5ZH,YSL Beauty Velvet Eyeshadow Palette,113.98,1174,673,943,71.37,0.7137,,,
POP100119,L’Oréal Group,Valentino Beauty,Latin America,Bogotá,Department Store Atrium,Mall Kiosk,2025-06-20,2025-07-21,31,LE-OD2PATTO,Valentino Beauty Pearl Lipstick,42.87,1918,1772,1928,91.91,0.9191,,,
POP100656,Private ,Rare Beauty,Middle East,Jeddah,Department Store Atrium,Mall Kiosk,2024-03-07,2024-05-26,80,LE-U2DLB0VU,Rare Beauty Velvet Eyeshadow Palette,82.73,954,1972,3400,58,0.58,,,
POP102088,L’Oréal Group,YSL Beauty,Middle East,Doha,Airport Duty-Free,Standalone Pop-Up,2024-06-22,2024-07-08,16,LE-P9GEJH9H,YSL Beauty Velvet Fragrance,187.15,1202,533,600,88.83,0.8883,,,
POP100635,LVMH,Dior,Asia-Pacific,Singapore,High-Street,Mall Kiosk,2024-05-09,2024-06-09,31,LE-S0PLZ17W,Dior Noir Blush,50.2,2292,424,744,56.99,0.5699,,,
POP100369,Puig,Charlotte Tilbury,North America,Toronto,Luxury Mall,Mobile Pop-Up Truck,2024-04-18,2024-05-24,36,LE-CUNTCR54,Charlotte Tilbury Glow Foundation,88.17,1003,1117,1521,73.44,0.7344,,,
POP100268,Sisley,Sisley-Paris,North America,New York,Department Store Atrium,Mobile Pop-Up Truck,2024-10-23,2024-11-06,14,LE-RL21U8HO,Sisley-Paris Mirage Blush,66.23,1813,2411,2684,89.83,0.8983,,,
POP100655,L’Oréal Group,Valentino Beauty,Middle East,,Airport Duty-Free,Flash Event,2024-12-22,2024-12-30,8,LE-TCC6C2CL,Valentino Beauty Opulence Mascara,67.47,1078,1734,1855,93.48,0.9348,,,
POP100935,LVMH,Fenty Beauty,Latin America,Bogotá,High-Street,Mall Kiosk,2024-07-18,2024-08-23,36,LE-7M8WY4DM,Fenty Beauty Noir Setting Powder,56.1,1257,551,910,60.55,0.6055,,,
POP100822,Unilever,Hourglass,North America,Chicago,Art/Design District,Flash Event,2024-05-28,2024-05-31,3,LE-BK3GPG8M,Hourglass Pearl Highlighter,61.43,810,2191,3268,67.04,0.6704,,,
POP100866,L’Oréal Group,YSL Beauty,North America,Chicago,Department Store Atrium,Standalone Pop-Up,2024-04-17,2024-05-20,33,LE-71ERAFKC,YSL Beauty Velvet Mascara,47.71,1207,1590,3023,52.6,0.526,,,
POP100046,Estée Lauder Companies,Bobbi Brown,North America,Chicago,High-Street,Mall Kiosk,2024-09-22,2024-11-09,48,LE-3XKCWD3N,Bobbi Brown Satin Fragrance,261.69,2065,2348,2670,87.94,0.8794,,,
POP101373,LVMH,Guerlain,North America,Los Angeles,Art/Design District,Shop-in-Shop,2024-11-04,2024-12-16,42,LE-LYLL7X99,Guerlain Mirage Serum,108.88,631,3947,4842,81.52,0.8152,,,
POP101907,Shiseido Company Limited,Shiseido,Middle East,Riyadh,Luxury Mall,Shop-in-Shop,2024-07-11,2024-09-04,55,LE-LMZFPPKD,Shiseido Noir Eyeshadow Palette,125.68,1524,677,859,78.81,0.7881,,,
POP100991,Estée Lauder Companies,MAC Cosmetics,Asia-Pacific,Shanghai,High-Street,Flash Event,2025-06-04,2025-06-12,8,LE-YHACS62H,MAC Cosmetics Rouge Highlighter,43.94,2469,2321,2937,79.03,0.7903,,,
POP100876,LVMH,Fenty Beauty,Asia-Pacific,Seoul,High-Street,Flash Event,2025-01-18,2025-03-26,67,LE-37TXV2LS,Fenty Beauty Noir Fragrance,276.97,1883,1245,1292,96.36,0.9636,,,
POP100773,Estée Lauder Companies,Tom Ford Beauty,Middle East,Dubai,Airport Duty-Free,Mall Kiosk,2024-08-22,2024-10-29,68,LE-CPNIS95A,Tom Ford Beauty Noir Foundation,114.45,2102,3243,4285,75.68,0.7568,,,
POP101219,Estée Lauder Companies,MAC Cosmetics,Europe,London,Luxury Mall,Mobile Pop-Up Truck,2024-11-14,2025-01-31,78,LE-PSAKD4M0,MAC Cosmetics Velvet Foundation,117.49,923,1294,2096,61.74,0.6174,,,
POP101126,L’Oréal Group,YSL Beauty,Latin America,São Paulo,Luxury Mall,Standalone Pop-Up,2025-03-31,2025-05-09,39,LE-SNFZ5Y78,YSL Beauty Opulence Lipstick,64.81,1083,816,1421,57.42,0.5742,,,
POP100004,Unilever,Hourglass,Middle East,Dubai,Art/Design District,Mobile Pop-Up Truck,2024-08-18,2024-11-16,90,LE-6RMSACQV,Hourglass Velvet Fragrance,213.95,816,1463,2391,61.19,0.6119,,,
POP101992,Chanel Limited,Chanel,Middle East,Abu Dhabi,Department Store Atrium,Mall Kiosk,2024-05-31,2024-07-21,51,LE-4GJLH94I,Chanel Satin Blush,45.39,837,1717,3020,56.85,0.5685,,,
POP101003,L’Oréal Group,Valentino Beauty,Europe,Paris,High-Street,Flash Event,2024-04-08,2024-05-11,33,LE-7VTHMGYD,Valentino Beauty Rouge Eyeshadow Palette,77.24,1718,365,620,58.87,0.5887,,,
POP102006,Private ,Huda Beauty,Europe,Paris,Airport Duty-Free,Flash Event,2024-03-15,2024-05-31,77,LE-7MHXV9GG,Huda Beauty Éclat Fragrance,283.23,1794,1208,2216,54.51,0.5451,,,
POP101924,Hermès International,Hermès Beauty,Latin America,Mexico City,Airport Duty-Free,Mall Kiosk,2025-02-10,2025-04-16,65,LE-M0DJBYH6,Hermès Beauty Opulence Setting Powder,76.78,940,278,561,49.55,0.4955,,,
POP100263,Unilever,Hourglass,Middle East,Abu Dhabi,Department Store Atrium,Mobile Pop-Up Truck,2024-02-26,2024-04-13,47,LE-IA3VKZK8,Hourglass Rouge Highlighter,45.38,1452,1009,1240,81.37,0.8137,,,
POP101754,Hermès International,Hermès Beauty,North America,New York,Art/Design District,Mall Kiosk,2025-05-20,2025-06-04,15,LE-7UETA62L,Hermès Beauty Satin Mascara,49.86,778,1242,1532,81.07,0.8107,,,
POP102045,Hermès International,Hermès Beauty,Latin America,,Department Store Atrium,Standalone Pop-Up,2025-01-25,2025-03-26,60,LE-04V5FC2N,Hermès Beauty Lumière Highlighter,76.02,1450,711,927,76.7,0.767,,,
POP100443,Sisley,Sisley-Paris,Asia-Pacific,Tokyo,Art/Design District,Mall Kiosk,2024-07-06,2024-09-27,83,LE-J04R964H,Sisley-Paris Mirage Serum,181.38,722,659,1157,56.96,0.5696,,,
POP101002,Hermès International,Hermès Beauty,Asia-Pacific,Seoul,Airport Duty-Free,Shop-in-Shop,2025-05-02,2025-06-17,46,LE-J7JVJZRB,Hermès Beauty Lumière Setting Powder,55.59,2463,1291,1936,66.68,0.6668,,,
POP101077,Estée Lauder Companies,NARS,Asia-Pacific,Tokyo,Airport Duty-Free,Flash Event,2025-03-09,2025-05-04,56,LE-W7438MDF,NARS Opulence Primer,37.47,2173,2328,3721,62.56,0.6256,,,
POP100837,Estée Lauder Companies,NARS,Asia-Pacific,Hong Kong,Luxury Mall,Mall Kiosk,2024-12-06,2025-01-27,52,LE-8TYBSGHE,NARS Mirage Serum,157.09,1818,799,799,100,1,,,
POP102000,LVMH,Givenchy Beauty,Asia-Pacific,Hong Kong,Art/Design District,Flash Event,2024-10-14,2024-12-06,53,LE-J8CYCHML,Givenchy Beauty Velvet Blush,63.75,1316,3896,4345,89.67,0.8967,,,
POP100304,Sisley,Sisley-Paris,Middle East,Riyadh,Department Store Atrium,Shop-in-Shop,2024-11-15,2024-12-08,23,LE-LW841D07,Sisley-Paris Noir Lipstick,32.46,1028,1403,2836,49.47,0.4947,,,
POP101365,LVMH,Guerlain,Latin America,Mexico City,Airport Duty-Free,Mobile Pop-Up Truck,2025-03-28,2025-05-21,54,LE-RG8XULPF,Guerlain Satin Eyeshadow Palette,149.79,1397,879,1709,51.43,0.5143,,,
POP101742,LVMH,Guerlain,Latin America,São Paulo,Art/Design District,Standalone Pop-Up,2025-05-06,2025-05-10,4,LE-KURC9BK7,Guerlain Velvet Highlighter,67.84,661,1996,2567,77.76,0.7776,,,
POP100313,L’Oréal Group,YSL Beauty,Middle East,Doha,High-Street,Flash Event,2024-09-08,2024-11-10,63,LE-HWZLI7CJ,YSL Beauty Opulence Lipstick,38.76,1508,3486,4513,77.24,0.7724,,,
POP100149,Unilever,Hourglass,Middle East,Dubai,Art/Design District,Mall Kiosk,2025-05-22,2025-08-07,77,LE-B4DYT7NT,Hourglass Opulence Highlighter,63.15,563,1756,1763,99.6,0.996,,,
POP101148,Estée Lauder Companies,Bobbi Brown,Middle East,Abu Dhabi,High-Street,Shop-in-Shop,2024-08-26,2024-09-05,10,LE-IN6RUS9B,Bobbi Brown Velvet Setting Powder,60.18,2099,2636,3037,86.8,0.868,,,
POP101213,LVMH,Guerlain,Middle East,Riyadh,Department Store Atrium,Mall Kiosk,2024-04-06,2024-05-29,53,LE-XTOHW2PT,Guerlain Mirage Eyeshadow Palette,138.89,709,1694,2518,67.28,0.6728,,,
POP100574,L’Oréal Group,YSL Beauty,Asia-Pacific,Seoul,High-Street,Mobile Pop-Up Truck,2025-05-11,2025-06-18,38,LE-0WUIT79J,YSL Beauty Éclat Lipstick,44.44,1855,1807,4209,42.93,0.4293,,,
